set,number,cardmarket_product_id,match_method,base_name
SUM,123,295436,ordered(2↔3),Nest Ball
SUM,124,295437,unique,Poison Barb
SUM,125,295438,unique,Poké Ball
SUM,126,295439,unique,Pokémon Catcher
SUM,127,295440,unique,Potion
SUM,128,295441,ordered(2↔4),Professor Kukui
SUM,129,295442,ordered(1↔2),Rare Candy
SUM,130,295443,unique,Repel
SUM,131,295444,ordered(2↔2),Rotom Dex
SUM,132,295445,ordered(2↔2),Switch
SUM,133,295446,ordered(2↔2),Team Skull Grunt
SUM,134,295447,unique,Timer Ball
SUM,135,295448,ordered(2↔7),Ultra Ball
SUM,136,295449,ordered(1↔5),Double Colorless Energy
SUM,137,295450,ordered(1↔2),Rainbow Energy
SUM,146,295459,ordered(2↔2),Ilima
SUM,147,295460,ordered(2↔3),Lillie
SUM,148,295461,ordered(2↔4),Professor Kukui
SUM,149,295462,ordered(2↔2),Team Skull Grunt
SUM,158,295471,ordered(2↔3),Nest Ball
SUM,159,295472,ordered(2↔2),Rotom Dex
SUM,160,295473,ordered(2↔2),Switch
SUM,161,295474,ordered(2↔7),Ultra Ball
SUM,162,295475,ordered(2↔5),Psychic Energy
SUM,163,295476,ordered(2↔2),Metal Energy
SUM,D,295668,unique,Darkness Energy
SUM,F,295670,ordered(1↔2),Fighting Energy
SUM,G,295672,ordered(1↔4),Grass Energy
SUM,L,295673,ordered(1↔3),Lightning Energy
SUM,M,295674,ordered(2↔2),Metal Energy
SUM,P,295675,ordered(2↔5),Psychic Energy
SUM,R,295671,ordered(1↔4),Fire Energy
SUM,W,295676,ordered(1↔2),Water Energy
SUM,Y,295669,ordered(1↔2),Fairy Energy
SV,5,278751,ordered(1↔3),Garchomp
SV,18,278710,unique,Camerupt
SV,50,278706,ordered(1↔2),Arcanine
SV,57,278694,unique,Drifblim
SV,70,278726,ordered(2↔2),Milotic
SV,81,278731,unique,Roserade
SV,95,278745,unique,Chatot
SV,134,278825,unique,Battle Tower
SV,135,278826,unique,Champion's Room
SV,136,278827,ordered(1↔2),Cynthia's Guidance
SV,137,278828,unique,Cyrus's Initiative
SV,138,278829,unique,Night Teleporter
SV,139,278830,unique,Palmer's Contribution
SV,140,278831,unique,VS Seeker
SV,SH7,371547,ordered(2↔2),Milotic
SVE,1,827278,ordered(3↔1),Grass Energy
SVE,2,827279,ordered(3↔1),Fire Energy
SVE,3,827280,ordered(3↔1),Water Energy
SVE,4,827281,ordered(3↔1),Lightning Energy
SVE,5,827282,ordered(3↔1),Psychic Energy
SVE,6,827283,ordered(3↔1),Fighting Energy
SVE,7,827284,ordered(3↔1),Darkness Energy
SVE,8,827285,ordered(3↔1),Metal Energy
SVI,1,702298,unique,Pineco
SVI,2,702299,unique,Heracross
SVI,3,702300,unique,Shroomish
SVI,4,702301,unique,Breloom
SVI,5,702302,unique,Cacnea
SVI,6,702303,unique,Cacturne
SVI,7,702304,unique,Tropius
SVI,8,702305,unique,Scatterbug
SVI,9,702306,unique,Spewpa
SVI,10,702307,unique,Vivillon
SVI,11,702308,unique,Skiddo
SVI,12,702309,unique,Gogoat
SVI,13,689763,ordered(1↔2),Sprigatito
SVI,14,702310,unique,Floragato
SVI,15,702311,ordered(1↔3),Meowscarada
SVI,16,702312,ordered(4↔4),Tarountula
SVI,17,702313,ordered(4↔4),Tarountula
SVI,18,702314,ordered(4↔4),Tarountula
SVI,19,702315,ordered(3↔3),Spidops ex
SVI,20,702316,ordered(2↔2),Smoliv
SVI,21,702317,ordered(2↔2),Smoliv
SVI,22,702318,ordered(2↔2),Dolliv
SVI,23,702319,ordered(1↔3),Arboliva
SVI,24,702320,ordered(3↔3),Toedscool
SVI,25,702321,ordered(3↔3),Toedscool
SVI,26,702322,unique,Toedscruel
SVI,27,702323,ordered(2↔2),Capsakid
SVI,28,702324,ordered(2↔2),Capsakid
SVI,29,702325,ordered(2↔2),Scovillain
SVI,30,702326,ordered(2↔2),Growlithe
SVI,31,702327,ordered(2↔2),Growlithe
SVI,32,702328,ordered(2↔2),Arcanine ex
SVI,33,702329,unique,Houndour
SVI,34,702330,unique,Houndoom
SVI,35,702331,unique,Torkoal
SVI,36,689764,ordered(1↔2),Fuecoco
SVI,37,702332,unique,Crocalor
SVI,38,702333,ordered(1↔4),Skeledirge
SVI,39,702334,ordered(2↔2),Charcadet
SVI,40,702335,ordered(2↔2),Charcadet
SVI,41,702336,ordered(2↔3),Armarouge
SVI,42,702337,ordered(2↔2),Slowpoke
SVI,43,702338,unique,Slowbro
SVI,44,702339,unique,Magikarp
SVI,45,702340,ordered(2↔2),Gyarados ex
SVI,46,702341,unique,Buizel
SVI,47,702342,unique,Floatzel
SVI,48,702343,unique,Alomomola
SVI,49,702344,ordered(2↔2),Clauncher
SVI,50,702345,unique,Clawitzer
SVI,51,702346,unique,Bruxish
SVI,52,689765,ordered(1↔2),Quaxly
SVI,53,702347,unique,Quaxwell
SVI,54,702348,ordered(1↔4),Quaquaval
SVI,55,702350,ordered(3↔3),Wiglett
SVI,56,702351,ordered(3↔3),Wiglett
SVI,57,702352,unique,Wugtrio
SVI,58,702353,ordered(2↔2),Cetoddle
SVI,59,702354,ordered(2↔2),Cetoddle
SVI,60,702355,unique,Cetitan
SVI,61,702356,ordered(2↔4),Dondozo
SVI,62,702357,unique,Tatsugiri
SVI,63,702359,unique,Magnemite
SVI,64,702360,unique,Magneton
SVI,65,702361,ordered(2↔2),Magnezone ex
SVI,66,702362,unique,Mareep
SVI,67,702363,unique,Flaaffy
SVI,68,702364,ordered(2↔2),Pachirisu
SVI,69,702365,ordered(2↔3),Rotom
SVI,70,702366,ordered(2↔3),Rotom
SVI,71,702367,unique,Toxel
SVI,72,702368,unique,Toxtricity
SVI,73,702369,ordered(2↔2),Pawmi
SVI,74,702370,ordered(2↔2),Pawmi
SVI,75,702371,unique,Pawmo
SVI,76,702372,ordered(2↔4),Pawmot
SVI,77,702374,ordered(2↔2),Wattrel
SVI,78,702375,ordered(2↔2),Wattrel
SVI,79,702376,unique,Kilowattrel
SVI,80,702377,ordered(1↔2),Miraidon
SVI,81,689766,ordered(4↔5),Miraidon ex
SVI,82,702378,ordered(2↔2),Drowzee
SVI,83,702379,unique,Hypno
SVI,84,702380,ordered(2↔2),Ralts
SVI,85,702381,ordered(2↔2),Kirlia
SVI,86,702382,ordered(3↔3),Gardevoir ex
SVI,87,702383,unique,Shuppet
SVI,88,702384,ordered(2↔3),Banette ex
SVI,89,702385,unique,Drifloon
SVI,90,702386,unique,Drifblim
SVI,91,702387,unique,Flabébé
SVI,92,702388,unique,Floette
SVI,93,702389,unique,Florges
SVI,94,702390,ordered(2↔2),Dedenne
SVI,95,702391,ordered(2↔2),Dedenne
SVI,96,702392,unique,Klefki
SVI,97,702393,ordered(3↔3),Fidough
SVI,98,702394,ordered(3↔3),Fidough
SVI,99,702395,unique,Dachsbun
SVI,100,702396,ordered(3↔3),Flittle
SVI,101,702397,ordered(3↔3),Flittle
SVI,102,702398,ordered(3↔3),Flittle
SVI,103,702399,unique,Espathra
SVI,104,701132,ordered(3↔4),Greavard
SVI,105,702400,ordered(3↔4),Greavard
SVI,106,702402,unique,Houndstone
SVI,107,702403,unique,Mankey
SVI,108,702404,unique,Primeape
SVI,109,702405,ordered(1↔2),Annihilape
SVI,110,702406,unique,Meditite
SVI,111,702407,unique,Medicham
SVI,112,702408,ordered(3↔3),Riolu
SVI,113,702409,ordered(3↔3),Riolu
SVI,114,702410,ordered(1↔2),Lucario
SVI,115,702411,ordered(2↔2),Sandile
SVI,116,702412,unique,Krokorok
SVI,117,702413,unique,Krookodile
SVI,118,702414,ordered(1↔2),Hawlucha
SVI,119,702415,unique,Silicobra
SVI,120,702416,unique,Sandaconda
SVI,121,702417,unique,Stonjourner
SVI,122,702418,ordered(2↔3),Klawf
SVI,123,702419,ordered(3↔3),Great Tusk ex
SVI,124,702420,ordered(1↔2),Koraidon
SVI,125,689767,ordered(4↔6),Koraidon ex
SVI,126,702421,unique,Grimer
SVI,127,702422,unique,Muk
SVI,128,702423,unique,Seviper
SVI,129,702424,ordered(1↔2),Spiritomb
SVI,130,702425,unique,Croagunk
SVI,131,702426,ordered(2↔2),Toxicroak ex
SVI,132,702427,unique,Pawniard
SVI,133,702428,unique,Bisharp
SVI,134,702429,ordered(2↔2),Kingambit
SVI,135,702430,ordered(2↔2),Maschiff
SVI,136,702431,ordered(2↔2),Maschiff
SVI,137,702432,ordered(2↔2),Mabosstiff
SVI,138,702433,ordered(2↔2),Bombirdier
SVI,139,702434,unique,Forretress
SVI,140,702435,ordered(2↔2),Varoom
SVI,141,702436,ordered(2↔2),Varoom
SVI,142,702437,ordered(1↔2),Revavroom
SVI,143,702439,ordered(3↔3),Iron Treads ex
SVI,144,702440,unique,Chansey
SVI,145,702441,unique,Blissey
SVI,146,702442,ordered(2↔2),Zangoose
SVI,147,702443,ordered(2↔2),Zangoose
SVI,148,702444,ordered(2↔2),Starly
SVI,149,702445,unique,Staravia
SVI,150,702446,unique,Staraptor
SVI,151,702447,ordered(2↔2),Skwovet
SVI,152,702448,unique,Greedent
SVI,153,702449,ordered(1↔2),Indeedee
SVI,154,692087,ordered(3↔9),Lechonk
SVI,155,702450,ordered(3↔9),Lechonk
SVI,156,702451,ordered(3↔9),Lechonk
SVI,157,702453,unique,Oinkologne
SVI,158,702454,ordered(2↔3),Oinkologne ex
SVI,159,702455,ordered(2↔2),Tandemaus
SVI,160,702456,ordered(2↔2),Tandemaus
SVI,161,702457,unique,Maushold
SVI,162,702458,unique,Squawkabilly
SVI,163,702459,ordered(2↔3),Cyclizar
SVI,164,702460,ordered(2↔3),Cyclizar
SVI,165,702461,unique,Flamigo
SVI,166,702462,ordered(3↔3),Arven
SVI,167,702463,unique,Beach Court
SVI,168,702464,unique,Crushing Hammer
SVI,169,702465,unique,Defiance Band
SVI,170,702466,unique,Electric Generator
SVI,171,702467,unique,Energy Retrieval
SVI,172,702468,unique,Energy Search
SVI,173,702469,unique,Energy Switch
SVI,174,702470,unique,Exp. Share
SVI,175,702471,ordered(3↔3),Jacq
SVI,176,702472,unique,Judge
SVI,177,702473,ordered(2↔2),Katy
SVI,178,702474,unique,Mesagoza
SVI,179,702475,ordered(3↔3),Miriam
SVI,180,702476,unique,Nemona
SVI,181,702477,ordered(2↔2),Nest Ball
SVI,182,702478,unique,Pal Pad
SVI,183,702479,ordered(3↔3),Penny
SVI,184,702480,unique,Picnic Basket
SVI,185,702481,unique,Poké Ball
SVI,186,702482,unique,Pokégear 3.0
SVI,187,702483,unique,Pokémon Catcher
SVI,188,702484,unique,Potion
SVI,189,689768,ordered(4↔6),Professor's Research
SVI,190,689769,ordered(4↔6),Professor's Research
SVI,191,702487,ordered(2↔2),Rare Candy
SVI,192,702488,unique,Rock Chestplate
SVI,193,702489,unique,Rocky Helmet
SVI,194,702490,unique,Switch
SVI,195,702491,ordered(2↔2),Team Star Grunt
SVI,196,702492,unique,Ultra Ball
SVI,197,702493,unique,Vitality Band
SVI,198,702494,unique,Youngster
SVI,199,702495,ordered(4↔4),Tarountula
SVI,200,702496,ordered(2↔2),Dolliv
SVI,201,702497,ordered(3↔3),Toedscool
SVI,202,702498,ordered(2↔2),Scovillain
SVI,203,702499,ordered(2↔3),Armarouge
SVI,204,702500,ordered(2↔2),Slowpoke
SVI,205,702501,ordered(2↔2),Clauncher
SVI,206,702502,ordered(3↔3),Wiglett
SVI,207,702358,ordered(2↔4),Dondozo
SVI,208,702504,ordered(2↔2),Pachirisu
SVI,209,702373,ordered(2↔4),Pawmot
SVI,210,702506,ordered(2↔2),Drowzee
SVI,211,702507,ordered(2↔2),Ralts
SVI,212,702508,ordered(2↔2),Kirlia
SVI,213,702509,ordered(3↔3),Fidough
SVI,214,702401,ordered(3↔4),Greavard
SVI,215,702511,ordered(3↔3),Riolu
SVI,216,702512,ordered(2↔2),Sandile
SVI,217,702513,ordered(2↔3),Klawf
SVI,218,702514,ordered(2↔2),Mabosstiff
SVI,219,702515,ordered(2↔2),Bombirdier
SVI,220,702516,ordered(2↔2),Kingambit
SVI,221,702517,ordered(2↔2),Starly
SVI,222,702518,ordered(2↔2),Skwovet
SVI,223,702519,ordered(3↔3),Spidops ex
SVI,224,702520,ordered(2↔2),Arcanine ex
SVI,225,702521,ordered(2↔2),Gyarados ex
SVI,226,702522,ordered(2↔2),Magnezone ex
SVI,227,690998,ordered(4↔5),Miraidon ex
SVI,228,702524,ordered(3↔3),Gardevoir ex
SVI,229,702525,ordered(2↔3),Banette ex
SVI,230,702526,ordered(3↔3),Great Tusk ex
SVI,231,690999,ordered(4↔6),Koraidon ex
SVI,232,702528,ordered(2↔2),Toxicroak ex
SVI,233,702529,ordered(3↔3),Iron Treads ex
SVI,234,702530,ordered(2↔3),Oinkologne ex
SVI,235,702531,ordered(3↔3),Arven
SVI,236,702532,ordered(3↔3),Jacq
SVI,237,702533,ordered(2↔2),Katy
SVI,238,702534,ordered(3↔3),Miriam
SVI,239,702535,ordered(3↔3),Penny
SVI,240,702485,ordered(4↔6),Professor's Research
SVI,241,702486,ordered(4↔6),Professor's Research
SVI,242,702538,ordered(2↔2),Team Star Grunt
SVI,243,702539,ordered(3↔3),Spidops ex
SVI,244,702523,ordered(4↔5),Miraidon ex
SVI,245,702541,ordered(3↔3),Gardevoir ex
SVI,246,702542,ordered(3↔3),Great Tusk ex
SVI,247,702527,ordered(4↔6),Koraidon ex
SVI,248,702544,ordered(3↔3),Iron Treads ex
SVI,249,702545,ordered(3↔3),Arven
SVI,250,702546,ordered(3↔3),Jacq
SVI,251,702547,ordered(3↔3),Miriam
SVI,252,702548,ordered(3↔3),Penny
SVI,253,702540,ordered(4↔5),Miraidon ex
SVI,254,702543,ordered(4↔6),Koraidon ex
SVI,255,702551,ordered(2↔2),Nest Ball
SVI,256,702552,ordered(2↔2),Rare Candy
SVP,1,690961,ordered(2↔3),Sprigatito
SVP,2,690962,ordered(2↔3),Fuecoco
SVP,3,690963,ordered(2↔2),Quaxly
SVP,4,701130,ordered(1↔2),Mimikyu ex
SVP,5,692227,ordered(1↔2),Quaquaval
SVP,6,692228,ordered(1↔2),Pawmot
SVP,7,692229,ordered(1↔2),Hawlucha
SVP,8,692230,ordered(2↔3),Revavroom
SVP,9,703184,unique,Spidops
SVP,10,703185,unique,Espathra
SVP,11,692231,unique,Arcanine
SVP,12,692232,unique,Dondozo
SVP,13,692233,ordered(3↔5),Miraidon
SVP,14,692235,ordered(2↔4),Koraidon
SVP,15,703183,ordered(2↔2),Flaaffy
SVP,16,703186,unique,Ampharos ex
SVP,17,703187,unique,Lucario ex
SVP,18,703188,ordered(1↔2),Cyclizar ex
SVP,19,715467,ordered(1↔2),Baxcalibur
SVP,20,715468,ordered(2↔3),Tinkaton
SVP,21,715469,ordered(1↔2),Murkrow
SVP,22,715470,ordered(1↔2),Pelipper
SVP,23,703191,unique,Smoliv
SVP,24,703192,unique,Growlithe
SVP,25,703193,unique,Tinkatink
SVP,26,703194,unique,Varoom
SVP,27,703195,ordered(3↔10),Pikachu
SVP,28,703197,ordered(2↔2),Miraidon ex
SVP,29,703198,ordered(2↔2),Koraidon ex
SVP,30,709539,unique,Chien-Pao ex
SVP,31,709540,unique,Tinkaton ex
SVP,32,709541,unique,Annihilape ex
SVP,33,720129,ordered(2↔3),Meowscarada ex
SVP,34,720130,ordered(2↔3),Skeledirge ex
SVP,35,720131,ordered(2↔3),Quaquaval ex
SVP,36,720386,ordered(1↔2),Palafin
SVP,37,720387,ordered(2↔3),Cleffa
SVP,38,720388,ordered(1↔2),Togekiss
SVP,39,720389,ordered(1↔2),Mawile
SVP,40,715755,unique,Pawmi
SVP,41,720943,unique,Paldean Wooper
SVP,42,715756,unique,Houndstone
SVP,43,715757,ordered(3↔4),Eevee
SVP,44,715758,ordered(2↔3),Charmander
SVP,45,726924,ordered(3↔6),Paradise Resort
SVP,46,720944,unique,Bulbasaur
SVP,47,715759,ordered(2↔3),Charmander
SVP,48,720946,unique,Squirtle
SVP,49,720392,ordered(1↔2),Zapdos ex
SVP,50,720394,unique,Alakazam ex
SVP,51,720390,ordered(2↔3),Snorlax
SVP,52,720949,unique,Mewtwo
SVP,53,720950,unique,Mew ex
SVP,54,723928,ordered(2↔2),Greninja ex
SVP,55,723929,unique,Kangaskhan ex
SVP,56,740401,ordered(4↔5),Charizard ex
SVP,57,739441,ordered(1↔2),Chi-Yu
SVP,58,739443,ordered(2↔4),Iron Bundle
SVP,59,739448,ordered(1↔2),Xatu
SVP,60,739449,ordered(1↔2),Aegislash
SVP,61,729205,unique,Pineco
SVP,62,729206,unique,Sinistea
SVP,63,729207,unique,Cetitan
SVP,64,729208,unique,Arctibax
SVP,65,740403,ordered(1↔2),Scream Tail
SVP,66,740405,ordered(2↔4),Iron Bundle
SVP,67,740407,ordered(1↔2),Roaring Moon ex
SVP,68,740409,ordered(1↔2),Iron Valiant ex
SVP,69,751793,unique,Fidough
SVP,70,751794,unique,Greavard
SVP,71,751795,unique,Maschiff
SVP,72,751796,unique,Great Tusk ex
SVP,73,751797,unique,Iron Treads ex
SVP,74,751798,ordered(4↔5),Charizard ex
SVP,75,751799,ordered(1↔2),Mimikyu
SVP,76,751801,ordered(2↔3),Sprigatito
SVP,77,751802,unique,Floragato
SVP,78,751803,ordered(2↔3),Meowscarada ex
SVP,79,751804,ordered(2↔3),Fuecoco
SVP,80,751805,unique,Crocalor
SVP,81,751806,ordered(2↔3),Skeledirge ex
SVP,82,751807,ordered(2↔2),Quaxly
SVP,83,751808,unique,Quaxwell
SVP,84,751809,ordered(2↔3),Quaquaval ex
SVP,86,751810,ordered(1↔2),Mabosstiff ex
SVP,87,751812,unique,Sprigatito ex
SVP,88,703196,ordered(3↔10),Pikachu
SVP,89,760231,ordered(1↔3),Feraligatr
SVP,90,760232,ordered(1↔2),Metang
SVP,91,692236,ordered(2↔4),Koraidon
SVP,92,692234,ordered(3↔5),Miraidon
SVP,93,751814,unique,Carvanha
SVP,94,751815,unique,Bellibolt
SVP,95,751816,ordered(2↔3),Cleffa
SVP,96,751817,unique,Cyclizar
SVP,97,750478,ordered(1↔2),Flutter Mane
SVP,98,750482,ordered(1↔2),Iron Thorns
SVP,99,764543,unique,Shroodle
SVP,100,764544,ordered(1↔2),Grafaiai ex
SVP,101,726923,ordered(3↔10),Pikachu
SVP,102,740398,unique,Oddish
SVP,103,764546,unique,Houndoom ex
SVP,104,764547,unique,Melmetal ex
SVP,105,766667,ordered(2↔2),Armarouge ex
SVP,106,769402,unique,Pikachu ex
SVP,107,769403,unique,Mareep
SVP,108,769404,ordered(2↔2),Flaaffy
SVP,109,769405,unique,Ampharos
SVP,110,769406,unique,Darkrai ex
SVP,111,769407,unique,Pawniard
SVP,112,769408,unique,Bisharp
SVP,113,769409,ordered(2↔2),Kingambit
SVP,114,769410,unique,Picnicker
SVP,115,769411,ordered(1↔2),Thwackey
SVP,116,769413,ordered(1↔2),Infernape
SVP,117,769415,ordered(1↔2),Froslass
SVP,118,769417,ordered(1↔2),Tatsugiri
SVP,119,769419,unique,Toxel
SVP,120,769420,unique,Pupitar
SVP,121,761122,ordered(2↔3),Revavroom
SVP,122,720391,ordered(2↔3),Snorlax
SVP,123,765994,ordered(1↔2),Teal Mask Ogerpon
SVP,124,751836,unique,Iono
SVP,125,769401,ordered(2↔2),Armarouge ex
SVP,126,769423,ordered(1↔2),Palafin ex
SVP,127,769425,unique,Walking Wake ex
SVP,128,769426,unique,Iron Leaves ex
SVP,129,770948,ordered(2↔3),Pecharunt
SVP,130,770950,ordered(2↔2),Kingambit
SVP,131,780811,unique,Kingdra ex
SVP,132,770951,ordered(2↔2),Greninja ex
SVP,133,785838,ordered(1↔2),Ledian
SVP,134,785840,ordered(1↔2),Crabominable
SVP,135,785842,ordered(1↔2),Drifblim
SVP,136,785844,ordered(1↔2),Bouffalant
SVP,137,785846,unique,Horsea
SVP,138,785847,unique,Porygon2
SVP,139,785848,unique,Latias
SVP,140,761124,ordered(2↔3),Tinkaton
SVP,141,785850,ordered(1↔2),Noctowl
SVP,142,767568,unique,Victini ex
SVP,143,767569,ordered(2↔2),Miraidon ex
SVP,144,775958,unique,Gouging Fire ex
SVP,145,775959,unique,Raging Bolt ex
SVP,146,775960,unique,Iron Crown ex
SVP,147,775961,unique,Iron Boulder ex
SVP,148,760234,ordered(3↔5),Miraidon
SVP,149,770949,ordered(2↔3),Pecharunt
SVP,150,727542,ordered(3↔6),Paradise Resort
SVP,151,793739,ordered(1↔2),Gouging Fire
SVP,152,793742,ordered(1↔2),Chien-Pao
SVP,153,793743,ordered(2↔4),Magneton
SVP,154,793744,ordered(1↔2),Indeedee
SVP,155,796925,unique,Wooper
SVP,156,796927,unique,Quagsire
SVP,157,796930,unique,Zapdos
SVP,158,796932,unique,Pachirisu
SVP,159,796935,ordered(2↔4),Magneton
SVP,160,791829,unique,Squawkabilly ex
SVP,161,791830,ordered(4↔5),Charizard ex
SVP,162,791831,ordered(1↔2),Houndstone ex
SVP,163,796939,unique,Cinderace ex
SVP,164,796941,unique,Lapras ex
SVP,165,796944,unique,Terapagos ex
SVP,166,796946,unique,Teal Mask Ogerpon ex
SVP,167,805364,unique,Flareon
SVP,168,805365,unique,Vaporeon
SVP,169,805366,unique,Jolteon
SVP,170,805367,unique,Leafeon
SVP,171,805368,unique,Glaceon
SVP,172,805369,unique,Sylveon
SVP,173,805370,ordered(3↔4),Eevee
SVP,174,810392,unique,Eevee ex
SVP,175,850982,unique,Espeon ex
SVP,176,850983,unique,Umbreon ex
SVP,177,796948,ordered(1↔2),Bloodmoon Ursaluna ex
SVP,178,810393,unique,Kyogre ex
SVP,179,810394,unique,Xerneas ex
SVP,180,810395,unique,Dialga ex
SVP,181,816614,ordered(1↔2),N's Darmanitan
SVP,182,816615,ordered(1↔2),Iono's Kilowattrel
SVP,183,816616,ordered(1↔2),Lillie's Ribombee
SVP,184,816617,ordered(1↔2),Hop's Snorlax
SVP,185,817776,unique,Yanma
SVP,186,817777,unique,Scraggy
SVP,187,817778,unique,Yanmega
SVP,188,817779,unique,Scrafty
SVP,189,817780,ordered(1↔2),N's Zorua
SVP,193,819265,ordered(1↔2),Hop's Zacian ex
SVP,194,819266,unique,Iono's Bellibolt ex
SVP,195,810396,unique,Lillie's Clefairy ex
SVP,196,821616,ordered(4↔5),Charizard ex
SVP,197,813956,ordered(2↔2),Koraidon ex
SVP,198,813957,unique,Zacian ex
SVP,199,826137,unique,Zarude
SVP,200,806407,ordered(3↔4),Eevee
SVP,201,826139,unique,Zebstrika
SVP,202,826141,unique,Kangaskhan
SVP,203,826852,ordered(1↔2),Team Rocket's Wobbuffet
SVP,204,830109,unique,Cynthia's Garchomp ex
SVP,205,830110,ordered(2↔3),Team Rocket's Mewtwo ex
SVP,206,813958,unique,Marnie's Morpeko
SVP,207,813959,unique,Steven's Beldum
SVP,208,836653,ordered(1↔2),Victini
SVP,209,836655,ordered(1↔2),Thundurus
SVP,210,836656,ordered(1↔2),Tornadus
SVP,211,836659,unique,Gothitelle
SVP,212,836658,unique,Reuniclus
SVP,216,830111,ordered(2↔3),Team Rocket's Mewtwo ex
SVP,217,832226,unique,Team Rocket's Nidoking ex
SVP,218,832227,unique,Team Rocket's Persian ex
SVP,224,783445,ordered(3↔6),Paradise Resort
SW,119,277872,unique,Bebe's Search
SW,120,277873,unique,Night Maintenance
SW,121,277874,unique,PlusPower
SW,122,277875,unique,Professor Oak's Visit
SW,123,277876,unique,Professor Rowan
SW,124,277877,unique,Rival
SW,125,277878,ordered(1↔2),Roseanne's Research
SW,126,277879,unique,Team Galactic's Mars
SW,127,277880,unique,Potion
SW,128,277881,unique,Switch
SW,129,277882,unique,Darkness Energy
SW,130,277883,unique,Metal Energy
SW,131,277884,unique,Gardevoir LV.X
SW,132,277885,unique,Honchkrow LV.X
TEF,1,760631,unique,Scyther
TEF,2,760632,unique,Pineco
TEF,3,760633,unique,Seedot
TEF,4,760634,unique,Nuzleaf
TEF,5,760635,ordered(2↔2),Shiftry
TEF,6,760636,unique,Shroomish
TEF,7,760637,unique,Breloom
TEF,8,760638,unique,Roselia
TEF,9,760639,unique,Roserade
TEF,10,760640,unique,Turtwig
TEF,11,760641,ordered(2↔2),Grotle
TEF,12,760642,ordered(2↔3),Torterra ex
TEF,13,760643,unique,Shaymin
TEF,14,760644,unique,Cottonee
TEF,15,760645,unique,Whimsicott
TEF,16,760646,ordered(2↔2),Deerling
TEF,17,760647,ordered(2↔2),Sawsbuck
TEF,18,760648,unique,Grubbin
TEF,19,760649,unique,Dhelmise
TEF,20,760650,unique,Bramblin
TEF,21,760651,unique,Brambleghast
TEF,22,760652,unique,Scovillain ex
TEF,23,760653,unique,Rellor
TEF,24,760654,unique,Rabsca
TEF,25,760655,ordered(4↔4),Iron Leaves ex
TEF,26,760656,unique,Ponyta
TEF,27,760657,unique,Rapidash
TEF,28,760658,unique,Slugma
TEF,29,760659,unique,Magcargo
TEF,30,760660,unique,Victini
TEF,31,760661,unique,Heatmor
TEF,32,760662,ordered(2↔2),Litten
TEF,33,760663,unique,Torracat
TEF,34,760664,ordered(2↔5),Incineroar ex
TEF,35,760665,unique,Turtonator
TEF,36,760666,unique,Sizzlipede
TEF,37,760667,unique,Centiskorch
TEF,38,760668,ordered(4↔4),Gouging Fire ex
TEF,39,760669,unique,Totodile
TEF,40,760670,unique,Croconaw
TEF,41,760671,ordered(1↔2),Feraligatr
TEF,42,760672,unique,Carvanha
TEF,43,760673,unique,Sharpedo
TEF,44,760674,unique,Keldeo
TEF,45,760675,ordered(2↔2),Snom
TEF,46,760676,unique,Frosmoth
TEF,47,760677,unique,Wiglett
TEF,48,760678,unique,Finizen
TEF,49,760679,unique,Palafin
TEF,50,760680,ordered(4↔4),Walking Wake ex
TEF,51,760681,ordered(1↔3),Pikachu
TEF,52,760682,unique,Raichu
TEF,53,760683,unique,Electabuzz
TEF,54,760684,unique,Electivire
TEF,55,760685,ordered(2↔2),Charjabug
TEF,56,760686,unique,Vikavolt
TEF,57,760687,unique,Zeraora
TEF,58,760688,unique,Yamper
TEF,59,760689,unique,Boltund
TEF,60,760690,ordered(2↔2),Wugtrio ex
TEF,61,760691,unique,Iron Hands
TEF,62,760692,ordered(1↔3),Iron Thorns
TEF,63,760693,unique,Mr. Mime
TEF,64,760694,unique,Marill
TEF,65,760695,unique,Azumarill
TEF,66,760696,unique,Girafarig
TEF,67,760697,unique,Latias
TEF,68,760698,ordered(2↔2),Bronzor
TEF,69,760699,unique,Bronzong
TEF,70,760700,unique,Solosis
TEF,71,760701,unique,Duosion
TEF,72,760702,ordered(2↔2),Reuniclus
TEF,73,760703,unique,Elgyem
TEF,74,760704,unique,Beheeyem
TEF,75,760705,ordered(2↔2),Cutiefly
TEF,76,760706,unique,Ribombee
TEF,77,760707,ordered(1↔2),Scream Tail
TEF,78,760708,ordered(1↔2),Flutter Mane
TEF,79,760709,ordered(2↔3),Iron Valiant
TEF,80,760710,ordered(2↔3),Iron Valiant
TEF,81,760711,ordered(4↔6),Iron Crown ex
TEF,82,760712,unique,Meditite
TEF,83,760713,unique,Medicham
TEF,84,760714,ordered(2↔3),Relicanth
TEF,85,760715,unique,Drilbur
TEF,86,760716,ordered(2↔2),Excadrill
TEF,87,760717,unique,Golett
TEF,88,760718,unique,Golurk
TEF,89,760719,unique,Rockruff
TEF,90,760720,unique,Lycanroc
TEF,91,760721,unique,Mudbray
TEF,92,760722,ordered(2↔2),Mudsdale
TEF,93,760723,unique,Rolycoly
TEF,94,760724,unique,Carkol
TEF,95,760725,unique,Coalossal
TEF,96,760726,ordered(2↔3),Great Tusk
TEF,97,760727,ordered(2↔3),Great Tusk
TEF,98,760728,unique,Sandy Shocks
