name_en,name_de,set,number,type,energy_type,hp,rarity,image_url,international_prints,jp_prints,cardmarket_url,card_text,card_text_de
Keldeo,Keldeo,XYP,191,Basic,Water,90,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_191_R_EN_LG.png,"XYP-118,XYP-191",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Keldeo-V2-XYPRXY191?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Justified || This Pokémon's attacks do 50 more damage to your opponent's [ D ] Pokémon (before applying Weakness and Resistance) . || WWW Sacred Sword 100 || This Pokémon can't use Sacred Sword during your next turn. || Weakness: Grass Resistance: none Retreat: 1,
Mew,Mew,XYP,192,Basic,Psychic,70,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_192_R_EN_LG.png,"XYP-110,XYP-192",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Mew-V2-XYPRXY192?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Clairvoyance || Your opponent reveals his or her hand. || PCC Psychic 40+ || This attack does 10 more damage for each Energy attached to your opponent's Active Pokémon. || Weakness: Psychic Resistance: none Retreat: 1,
Meloetta,Meloetta,XYP,193,Basic,Psychic,80,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_193_R_EN_LG.png,"XYP-120,XYP-193",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Meloetta-V2-XYPRXY193?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,P Soprano Wave || Flip 3 coins. This attack does 10 damage times the number of heads to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) || PP Entrancing Melody 30 || Your opponent's Active Pokémon is now Confused. || Weakness: Psychic Resistance: none Retreat: 1,
Darkrai,Darkrai,XYP,194,Basic,Darkness,110,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_194_R_EN_LG.png,"XYP-114,XYP-194",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Darkrai-V2-XYPRXY194?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"DC Dark Cutter 30 || DDC Abyssal Sleep 80 || Your opponent's Active Pokémon is now Asleep. Your opponent flips 2 coins instead of 1 between turns. If either of them is tails, that Pokémon is still Asleep. || Weakness: Fighting Resistance: Psychic Retreat: 2",
Jirachi,Jirachi,XYP,195,Basic,Metal,70,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_195_R_EN_LG.png,"XYP-112,XYP-195",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Jirachi-V2-XYPRXY195?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,M Precognitive Dream || Draw 3 cards. This Pokémon is now Asleep. || CC Iron Head 30× || Flip a coin until you get tails. This attack does 30 damage times the number of heads. || Weakness: Fire Resistance: Psychic Retreat: 1,
Genesect,Genesect,XYP,196,Basic,Metal,110,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_196_R_EN_LG.png,"XYP-119,XYP-196",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Genesect-V2-XYPRXY196?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"MC Linear Attack || This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) || MMM Destructor Beam 90 || Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon. || Weakness: Fire Resistance: Psychic Retreat: 2",
Arceus,Arceus,XYP,197,Basic,Colorless,130,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_197_R_EN_LG.png,"XYP-116,XYP-197",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Arceus-V2-XYPRXY197?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Type Switch || Choose [ G ] , [ R ] , [ W ] , [ L ] , [ P ] , [ F ] , [ D ] , [ M ] , [ Y ] , or [ N ] type. Until the end of your next turn, this Pokémon is that type. || CCCC Power Blast 120 || Discard an Energy card attached to this Pokémon. || Weakness: Fighting Resistance: none Retreat: 2",
M Camerupt-EX,M-Camerupt-EX,XYP,198,Mega Evolution,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_198_R_EN_LG.png,"XYP-198,XYP-198a",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/M-Camerupt-EX-V1-XYPRXY198?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"RRCC Magma Eruption 120+ || You may discard the top 3 cards of each player's deck. If you do, this attack does 40 more damage for each Energy card you discarded in this way. || Weakness: Water Resistance: none Retreat: 4",
M Camerupt-EX,M-Camerupt-EX,XYP,198a,Mega Evolution,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_198a_R_EN_LG.png,"XYP-198,XYP-198a",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/M-Camerupt-EX-V2-XYPRXY198a?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"RRCC Magma Eruption 120+ || You may discard the top 3 cards of each player's deck. If you do, this attack does 40 more damage for each Energy card you discarded in this way. || Weakness: Water Resistance: none Retreat: 4",
Camerupt Spirit Link,Camerupts Geistesbund,XYP,199,Tool,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_199_R_EN_LG.png,XYP-199,,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Camerupt-Spirit-Link-XYPRXY199?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Your turn does not end if the Pokémon this card is attached to becomes M Camerupt-EX.,
M Sharpedo-EX,M-Tohaido-EX,XYP,200,Mega Evolution,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_200_R_EN_LG.png,"XYP-200,XYP-200a",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/M-Sharpedo-EX-V1-XYPRXY200?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,DDC Torpedo Dive 120 || This attack does 10 damage to each of your opponent's Benched Pokémon for each [ C ] in that Pokémon's Retreat Cost. (Don't apply Weakness and Resistance for Benched Pokémon.) || Weakness: Lightning Resistance: none Retreat: 0,
M Sharpedo-EX,M-Tohaido-EX,XYP,200a,Mega Evolution,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_200a_R_EN_LG.png,"XYP-200,XYP-200a",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/M-Sharpedo-EX-V2-XYPRXY200a?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,DDC Torpedo Dive 120 || This attack does 10 damage to each of your opponent's Benched Pokémon for each [ C ] in that Pokémon's Retreat Cost. (Don't apply Weakness and Resistance for Benched Pokémon.) || Weakness: Lightning Resistance: none Retreat: 0,
Sharpedo Spirit Link,Tohaidos Geistesbund,XYP,201,Tool,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_201_R_EN_LG.png,XYP-201,,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Sharpedo-Spirit-Link-XYPRXY201?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Your turn does not end if the Pokémon this card is attached to becomes M Sharpedo-EX.,
Pikachu,Pikachu,XYP,202,Basic,Lightning,50,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_202_R_EN_LG.png,XYP-202,,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Pikachu-XYPRXY202?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,L Charge || Search your deck for a [ L ] Energy card and attach it to this Pokémon. Shuffle your deck afterward. || LLL Thunderbolt 70 || Discard all Energy attached to this Pokémon. || Weakness: Fighting Resistance: Metal Retreat: 1,
Gym Badge,Arenaorden,XYP,203,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_203_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V1-XYPRXY203?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,204,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_204_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V2-XYPRXY204?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,205,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_205_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V3-XYPRXY205?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,206,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_206_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V4-XYPRXY206?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,207,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_207_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V5-XYPRXY207?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,208,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_208_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V6-XYPRXY208?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,209,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_209_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V7-XYPRXY209?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Gym Badge,Arenaorden,XYP,210,Item,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_210_R_EN_LG.png,"XYP-203,XYP-204,XYP-205,XYP-206,XYP-207,XYP-208,XYP-209,XYP-210",,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Gym-Badge-V8-XYPRXY210?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip a coin until you get tails. For each heads, draw a card.",
Lucario Spirit Link,Lucarios Geistesbund,XYP,211,Tool,,,Promo,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/XYP/XYP_211_R_EN_LG.png,XYP-211,,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Lucario-Spirit-Link-XYPRXY211?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Your turn does not end if the Pokémon this card is attached to becomes M Lucario-EX.,
Snivy,Serpifeu,LTR,RC1,Basic,Grass,50,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC1_R_EN_LG.png,LTR-RC1,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Snivy-LTRRC1?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Growth || Attach a [ G ] Energy card from your hand to this Pokémon. || GCC Razor Leaf 30 || Weakness: Fire Resistance: none Retreat: 1,
Gardevoir,Guardevoir,LTR,RC10,Stage 2,Psychic,120,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC10_R_EN_LG.png,LTR-RC10,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Gardevoir-LTRRC10?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,PC Psybeam 40 || The Defending Pokémon is now Confused. || PP Eternal Radiance || Move all damage counters from this Pokémon to the Defending Pokémon. This Pokémon can't use Eternal Radiance during your next turn. || Weakness: Psychic Resistance: none Retreat: 1,
Meloetta-EX,Meloetta-EX,LTR,RC11,Basic,Psychic,110,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC11_R_EN_LG.png,"LTR-RC11,LTR-RC25",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Meloetta-EX-LTRRC11?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CC Brilliant Voice 20 || Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused. || PPP Round 30× || Does 30 damage times the number of your Pokémon that have the Round attack. || Weakness: Psychic Resistance: none Retreat: 1",
Stunfisk,Flunschlik,LTR,RC12,Basic,Fighting,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC12_R_EN_LG.png,LTR-RC12,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Stunfisk-LTRRC12?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"F Attract || If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. || FFC Mud-Slap 70 || Weakness: Water Resistance: Lightning Retreat: 3",
Purrloin,Felilou,LTR,RC13,Basic,Darkness,50,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC13_R_EN_LG.png,"BCR-90,LTR-RC13",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Purrloin-LTRRC13?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"D Captivate || Flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with the Defending Pokémon. || Weakness: Fighting Resistance: Psychic Retreat: 1",D Liebreiz
Eevee,Evoli,LTR,RC14,Basic,Colorless,60,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC14_R_EN_LG.png,"DEX-83,LTR-RC14",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Eevee-LTRRC14?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Surprise Attack 20 || Flip a coin. If tails, this attack does nothing. || Weakness: Fighting Resistance: none Retreat: 1",C Überraschungsangriff 20 || Wirf 1 Münze. Bei „Zahl“ hat dieser Angriff keine Auswirkungen.
Teddiursa,Teddiursa,LTR,RC15,Basic,Colorless,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC15_R_EN_LG.png,LTR-RC15,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Teddiursa-LTRRC15?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Honey Snack || Heal 20 damage from this Pokémon. || CC Scratch 20 || Weakness: Fighting Resistance: none Retreat: 3,
Ursaring,Ursaring,LTR,RC16,Stage 1,Colorless,130,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC16_R_EN_LG.png,LTR-RC16,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Ursaring-LTRRC16?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CC Picnic Weather || Put a Teddiursa from your discard pile onto your Bench. Then, attach an Energy card from your discard pile to that Pokémon. || CCCC Fury Swipes 50× || Flip 3 coins. This attack does 50 damage times the number of heads. || Weakness: Fighting Resistance: none Retreat: 3",
Audino,Ohrdoch,LTR,RC17,Basic,Colorless,80,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC17_R_EN_LG.png,LTR-RC17,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Audino-LTRRC17?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CCC Relaxed Roll 30× || Flip a coin until you get tails. This attack does 30 damage times the number of heads. || Weakness: Fighting Resistance: none Retreat: 2,
Minccino,Picochilla,LTR,RC18,Basic,Colorless,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC18_R_EN_LG.png,"BLW-88,LTR-RC18",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Minccino-LTRRC18?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Tail Slap 10× || Flip 2 coins. This attack does 10 damage times the number of heads. || Weakness: Fighting Resistance: none Retreat: 1,C Kehrschelle 10× || Wirf 2 Münzen. Dieser Angriff fügt 10 Schadenspunkte mal der Anzahl „Kopf“ zu.
Cinccino,Chillabell,LTR,RC19,Stage 1,Colorless,90,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC19_R_EN_LG.png,"LTR-105,LTR-RC19,NXD-85",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Cinccino-LTRRC19?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Smooth Coat || If any damage is done to this Pokémon by attacks, flip a coin. If heads, prevent that damage. || CCC Echoed Voice 50 || During your next turn, this Pokémon's Echoed Voice attack does 50 more damage (before applying Weakness and Resistance) . || Weakness: Fighting Resistance: none Retreat: 1","[Ability] Geschmeidiger Mantel || Wirf 1 Münze, wenn diesem Pokémon durch Angriffe Schaden zugefügt wird. Bei „Kopf“ verhindere diesen Schaden. || CCC Widerhall 50 || Während deines nächsten Zuges fügt die Attacke Widerhall dieses Pokémon 50 weitere Schadenspunkte zu (bevor Schwäche und Resistenz verrechnet werden) ."
Servine,Efoserp,LTR,RC2,Stage 1,Grass,80,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC2_R_EN_LG.png,LTR-RC2,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Servine-LTRRC2?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Leaf Blade 10+ || Flip a coin. If heads, this attack does 30 more damage. || GCC Vine Whip 40 || Weakness: Fire Resistance: none Retreat: 1",
Elesa,Kamilla,LTR,RC20,Supporter,,,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC20_R_EN_LG.png,LTR-RC20,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Elesa-LTRRC20?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Search your deck for 3 Pokémon Tool cards, reveal them, and put them into your hand. Shuffle your deck afterward.",
Shaymin-EX,Shaymin-EX,LTR,RC21,Basic,Grass,110,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC21_R_EN_LG.png,"LTR-RC21,NXD-5,NXD-94",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Shaymin-EX-LTRRC21?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,G Synthesis || Search your deck for a [ G ] Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward. || GC Revenge Blast 30+ || Does 30 more damage for each Prize card your opponent has taken. || Weakness: Fire Resistance: Fighting Retreat: 1,"G Synthese || Durchsuche dein Deck nach 1 [ G ] -Energiekarte und lege sie an 1 deiner Pokémon an. Mische anschließend dein Deck. || GC Rachestoß 30+ || Dieser Angriff fügt 30 weitere Schadenspunkte für jede Preiskarte zu, die dein Gegner bereits genommen hat."
Reshiram,Reshiram,LTR,RC22,Basic,Fire,130,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC22_R_EN_LG.png,"BLW-113,BLW-26,BWP-23,BWP-4,CEL-CC20,LTR-114,LTR-28,LTR-RC22,NXD-21",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Reshiram-LTRRC22?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Outrage 20+ || Does 10 more damage for each damage counter on this Pokémon. || RRC Blue Flare 120 || Discard 2 [ R ] Energy attached to this Pokémon. || Weakness: Water Resistance: none Retreat: 2,CC Wutanfall 20+ || Dieser Angriff fügt 10 weitere Schadenspunkte für jede Schadensmarke auf diesem Pokémon zu. || RRC Blauflammen 120 || Lege 2 an dieses Pokémon angelegte [ R ] -Energien auf deinen Ablagestapel.
Emolga,Emolga,LTR,RC23,Basic,Lightning,70,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC23_R_EN_LG.png,"DRX-45,LTR-49,LTR-RC23",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Emolga-LTRRC23?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Call for Family || Search your deck for 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward. || L Static Shock 20 || Weakness: Lightning Resistance: Fighting Retreat: 0,C Familienruf || Durchsuche dein Deck nach 2 Basis-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck. || L Statischer Schock 20
Mew-EX,Mew-EX,LTR,RC24,Basic,Psychic,120,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC24_R_EN_LG.png,"DRX-120,DRX-46,LTR-RC24,XYP-126",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Mew-EX-LTRRC24?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,[Ability] Versatile || This Pokémon can use the attacks of any Pokémon in play (both yours and your opponent's) . (You still need the necessary Energy to use each attack.) || P Replace || Move as many Energy attached to your Pokémon to your other Pokémon in any way you like. || Weakness: Psychic Resistance: none Retreat: 1,[Ability] Anpassungsfähigkeit || Dieses Pokémon kann die Angriffe aller Pokémon im Spiel (deiner und der deines Gegners) einsetzen. (Du benötigst jedoch die jeweils für den Angriff notwendige Energie.) || P Austausch || Verschiebe beliebig viele an deine Pokémon angelegten Energien nach Belieben auf deine anderen Pokémon.
Meloetta-EX,Meloetta-EX,LTR,RC25,Basic,Psychic,110,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC25_R_EN_LG.png,"LTR-RC11,LTR-RC25",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Meloetta-EX-LTRRC25?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CC Brilliant Voice 20 || Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused. || PPP Round 30× || Does 30 damage times the number of your Pokémon that have the Round attack. || Weakness: Psychic Resistance: none Retreat: 1",
Serperior,Serpiroyal,LTR,RC3,Stage 2,Grass,140,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC3_R_EN_LG.png,LTR-RC3,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Serperior-LTRRC3?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Royal Garden || If this Pokémon has any [ G ] Energy attached to it, this Pokémon has no Retreat Cost. || GCC Solar Beam 80 || Weakness: Fire Resistance: none Retreat: 2",
Growlithe,Fukano,LTR,RC4,Basic,Fire,80,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC4_R_EN_LG.png,LTR-RC4,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Growlithe-LTRRC4?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"CC Rest || Heal all damage from this Pokémon. This Pokémon is now Asleep. || RCC Lunge 40 || Flip a coin. If tails, this attack does nothing. || Weakness: Water Resistance: none Retreat: 2",
Torchic,Flemmli,LTR,RC5,Basic,Fire,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC5_R_EN_LG.png,"DEX-15,LTR-RC5",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Torchic-LTRRC5?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,R Peck 10 || RC Live Coal 20 || Weakness: Water Resistance: none Retreat: 1,R Schnabel 10 || RC Glühende Kohlen 20
Piplup,Plinfa,LTR,RC6,Basic,Water,60,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC6_R_EN_LG.png,LTR-RC6,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Piplup-LTRRC6?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Charm || During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 20 (before applying Weakness and Resistance) . || WC Peck 20 || Weakness: Lightning Resistance: none Retreat: 1",
Pikachu,Pikachu,LTR,RC7,Basic,Lightning,60,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LTR/LTR_RC7_R_EN_LG.png,"LTR-RC7,NXD-39",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Treasures/Pikachu-LTRRC7?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"L Thundershock 10 || Flip a coin. If heads, the Defending Pokémon is now Paralyzed. || CC Tail Whap 20 || Weakness: Fighting Resistance: none Retreat: 1",L Donnerschock 10 || Wirf 1 Münze. Bei „Kopf“ ist das Verteidigende Pokémon jetzt paralysiert. || CC Schweifvertrimmer 20
