set;number;name;type;rarity
PRE;11;Hydrapple ex;GStage 2;Double Rare
PRE;12;Teal Mask Ogerpon ex;GBasic;Double Rare
PRE;13;Flareon;RStage 1;Rare
PRE;14;Flareon ex;RStage 1;Double Rare
PRE;15;Litleo;RBasic;Common
PRE;16;Pyroar;RStage 1;Uncommon
PRE;17;Hearthflame Mask Ogerpon ex;RBasic;Double Rare
PRE;18;Slowpoke;WBasic;Common
PRE;19;Slowking;WStage 1;Uncommon
PRE;20;Goldeen;WBasic;Common
PRE;21;Seaking;WStage 1;Uncommon
PRE;22;Vaporeon;WStage 1;Rare
PRE;23;Vaporeon ex;WStage 1;Double Rare
PRE;24;Suicune;WBasic;Uncommon
PRE;25;Glaceon;WStage 1;Rare
PRE;26;Glaceon ex;WStage 1;Double Rare
PRE;27;Wellspring Mask Ogerpon ex;WBasic;Double Rare
PRE;28;Pikachu ex;LBasic;Double Rare
PRE;29;Jolteon;LStage 1;Rare
PRE;30;Jolteon ex;LStage 1;Double Rare
PRE;31;Iron Hands ex;LBasic;Double Rare
PRE;32;Iron Thorns ex;LBasic;Double Rare
PRE;33;Espeon;PStage 1;Rare
PRE;34;Espeon ex;PStage 1;Double Rare
PRE;35;Duskull;PBasic;Common
PRE;36;Dusclops;PStage 1;Common
PRE;37;Dusknoir;PStage 2;Rare
PRE;38;Spritzee;PBasic;Common
PRE;39;Aromatisse;PStage 1;Common
PRE;40;Sylveon;PStage 1;Rare
PRE;41;Sylveon ex;PStage 1;Double Rare
PRE;42;Scream Tail;PBasic;Uncommon
PRE;43;Flutter Mane;PBasic;Rare
PRE;44;Munkidori;PBasic;Rare
PRE;45;Fezandipiti;PBasic;Rare
PRE;46;Iron Boulder;PBasic;Rare
PRE;47;Larvitar;FBasic;Common
PRE;48;Pupitar;FStage 1;Common
PRE;49;Groudon;FBasic;Rare
PRE;50;Riolu;FBasic;Common
PRE;51;Lucario ex;FStage 1;Double Rare
PRE;52;Hippopotas;FBasic;Common
PRE;53;Hippowdon;FStage 1;Common
PRE;54;Bloodmoon Ursaluna;FBasic;Rare
PRE;55;Great Tusk;FBasic;Uncommon
PRE;56;Sandy Shocks ex;FBasic;Double Rare
PRE;57;Okidogi;FBasic;Rare
PRE;58;Cornerstone Mask Ogerpon ex;FBasic;Double Rare
PRE;59;Umbreon;DStage 1;Rare
PRE;60;Umbreon ex;DStage 1;Double Rare
PRE;61;Sneasel;DBasic;Common
PRE;62;Houndour;DBasic;Common
PRE;63;Houndoom;DStage 1;Common
PRE;64;Tyranitar ex;DStage 2;Double Rare
PRE;65;Roaring Moon;DBasic;Rare
PRE;66;Bronzor;MBasic;Common
PRE;67;Bronzong;MStage 1;Uncommon
PRE;68;Heatran;MBasic;Uncommon
PRE;69;Duraludon;MBasic;Common
PRE;70;Archaludon;MStage 1;Rare
PRE;71;Dreepy;NBasic;Common
PRE;72;Drakloak;NStage 1;Common
PRE;73;Dragapult ex;NStage 2;Double Rare
PRE;74;Eevee;CBasic;Common
PRE;75;Eevee ex;CBasic;Double Rare
PRE;76;Snorlax ex;CBasic;Double Rare
PRE;77;Hoothoot;CBasic;Common
PRE;78;Noctowl;CStage 1;Rare
PRE;79;Dunsparce;CBasic;Common
PRE;80;Dudunsparce;CStage 1;Rare
PRE;81;Miltank;CBasic;Common
PRE;82;Lugia ex;CBasic;Double Rare
PRE;83;Buneary;CBasic;Common
PRE;84;Lopunny;CStage 1;Common
PRE;85;Fan Rotom;CBasic;Common
PRE;86;Regigigas;CBasic;Uncommon
PRE;87;Shaymin;CBasic;Uncommon
PRE;88;Furfrou;CBasic;Common
PRE;89;Hawlucha;CBasic;Uncommon
PRE;90;Noibat;CBasic;Common
PRE;91;Noivern ex;CStage 1;Double Rare
PRE;92;Terapagos ex;CBasic;Double Rare
PRE;93;Amarys;Supporter;Common
PRE;94;Area Zero Underdepths;Stadium;Uncommon
PRE;95;Binding Mochi;Tool;Uncommon
PRE;96;Black Belt's Training;Supporter;Common
PRE;97;Black Belt's Training;Supporter;Common
PRE;98;Black Belt's Training;Supporter;Common
PRE;99;Black Belt's Training;Supporter;Common
PRE;100;Briar;Supporter;Uncommon
PRE;101;Buddy-Buddy Poffin;Item;Uncommon
PRE;102;Bug Catching Set;Item;Uncommon
PRE;103;Carmine;Supporter;Uncommon
PRE;104;Ciphermaniac's Codebreaking;Supporter;Uncommon
PRE;105;Crispin;Supporter;Uncommon
PRE;106;Earthen Vessel;Item;Uncommon
PRE;107;Explorer's Guidance;Supporter;Uncommon
PRE;108;Festival Grounds;Stadium;Uncommon
PRE;109;Friends in Paldea;Supporter;Common
PRE;110;Glass Trumpet;Item;Uncommon
PRE;111;Haban Berry;Tool;Common
PRE;112;Janine's Secret Art;Supporter;Uncommon
PRE;113;Kieran;Supporter;Uncommon
PRE;114;Lacey;Supporter;Uncommon
PRE;115;Larry's Skill;Supporter;Common
PRE;116;Max Rod;Item;Ultra Rare
PRE;117;Maximum Belt;Tool;Ultra Rare
PRE;118;Ogre's Mask;Item;Uncommon
PRE;119;Prime Catcher;Item;Ultra Rare
PRE;120;Professor Sada's Vitality;Supporter;Uncommon
PRE;121;Professor Turo's Scenario;Supporter;Uncommon
PRE;122;Professor's Research;Supporter;Common
PRE;123;Professor's Research;Supporter;Common
PRE;124;Professor's Research;Supporter;Common
PRE;125;Professor's Research;Supporter;Common
PRE;126;Rescue Board;Tool;Uncommon
PRE;127;Roto-Stick;Item;Common
PRE;128;Scoop Up Cyclone;Item;Ultra Rare
PRE;129;Sparkling Crystal;Tool;Ultra Rare
PRE;130;Techno Radar;Item;Uncommon
PRE;131;Treasure Tracker;Item;Ultra Rare
PRE;132;Amarys;Supporter;Ultra Rare
PRE;133;Atticus;Supporter;Ultra Rare
PRE;134;Atticus;Supporter;Ultra Rare
PRE;135;Brassius;Supporter;Ultra Rare
PRE;136;Eri;Supporter;Ultra Rare
PRE;137;Friends in Paldea;Supporter;Ultra Rare
PRE;138;Giacomo;Supporter;Ultra Rare
PRE;139;Larry's Skill;Supporter;Ultra Rare
PRE;140;Mela;Supporter;Ultra Rare
PRE;141;Ortega;Supporter;Ultra Rare
PRE;142;Raifort;Supporter;Ultra Rare
PRE;143;Tyme;Supporter;Ultra Rare
PRE;144;Leafeon ex;GStage 1;Special Art Rare
PRE;145;Teal Mask Ogerpon ex;GBasic;Special Art Rare
PRE;146;Flareon ex;RStage 1;Special Art Rare
PRE;147;Ceruledge ex;RStage 1;Special Art Rare
PRE;148;Hearthflame Mask Ogerpon ex;RBasic;Special Art Rare
PRE;149;Vaporeon ex;WStage 1;Special Art Rare
PRE;150;Glaceon ex;WStage 1;Special Art Rare
PRE;151;Palafin ex;WStage 1;Special Art Rare
PRE;152;Wellspring Mask Ogerpon ex;WBasic;Special Art Rare
PRE;153;Jolteon ex;LStage 1;Special Art Rare
PRE;154;Iron Hands ex;LBasic;Special Art Rare
PRE;155;Espeon ex;PStage 1;Special Art Rare
PRE;156;Sylveon ex;PStage 1;Special Art Rare
PRE;157;Iron Valiant ex;PBasic;Special Art Rare
PRE;158;Iron Crown ex;PBasic;Special Art Rare
PRE;159;Sandy Shocks ex;FBasic;Special Art Rare
PRE;160;Cornerstone Mask Ogerpon ex;FBasic;Special Art Rare
PRE;161;Umbreon ex;DStage 1;Special Art Rare
PRE;162;Roaring Moon ex;DBasic;Special Art Rare
PRE;163;Pecharunt ex;DBasic;Special Art Rare
PRE;164;Gholdengo ex;MStage 1;Special Art Rare
PRE;165;Dragapult ex;NStage 2;Special Art Rare
PRE;166;Raging Bolt ex;NBasic;Special Art Rare
PRE;167;Eevee ex;CBasic;Special Art Rare
PRE;168;Bloodmoon Ursaluna ex;CBasic;Special Art Rare
PRE;169;Terapagos ex;CBasic;Special Art Rare
PRE;170;Amarys;Supporter;Special Art Rare
PRE;171;Crispin;Supporter;Special Art Rare
PRE;172;Drayton;Supporter;Special Art Rare
PRE;173;Janine's Secret Art;Supporter;Special Art Rare
PRE;174;Kieran;Supporter;Special Art Rare
PRE;175;Lacey;Supporter;Special Art Rare
PRE;176;Iron Leaves ex;GBasic;Secret Rare
PRE;177;Teal Mask Ogerpon ex;GBasic;Secret Rare
PRE;178;Walking Wake ex;WBasic;Secret Rare
PRE;179;Pikachu ex;LBasic;Secret Rare
PRE;180;Terapagos ex;CBasic;Secret Rare
JTG;1;Caterpie;GBasic;Common
JTG;2;Metapod;GStage 1;Common
JTG;3;Butterfree;GStage 2;Rare
JTG;4;Paras;GBasic;Common
JTG;5;Parasect;GStage 1;Common
JTG;6;Petilil;GBasic;Common
JTG;7;Lilligant;GStage 1;Common
JTG;8;Maractus;GBasic;Uncommon
JTG;9;Karrablast;GBasic;Common
JTG;10;Foongus;GBasic;Common
JTG;11;Amoonguss ex;GStage 1;Double Rare
JTG;12;Shelmet;GBasic;Common
JTG;13;Accelgor;GStage 1;Uncommon
JTG;14;Durant;GBasic;Common
JTG;15;Virizion;GBasic;Uncommon
JTG;16;Sprigatito;GBasic;Common
JTG;17;Floragato;GStage 1;Common
JTG;18;Meowscarada;GStage 2;Rare
JTG;19;Nymble;GBasic;Common
JTG;20;Magmar;RBasic;Common
JTG;21;Magmortar;RStage 1;Rare
JTG;22;Torchic;RBasic;Common
JTG;23;Combusken;RStage 1;Uncommon
JTG;24;Blaziken ex;RStage 2;Double Rare
JTG;25;Torkoal;RBasic;Common
JTG;26;N's Darumaka;RBasic;Common
JTG;27;N's Darmanitan;RStage 1;Uncommon
JTG;28;Larvesta;RBasic;Common
JTG;29;Volcarona;RStage 1;Uncommon
JTG;30;Reshiram ex;RBasic;Double Rare
JTG;31;Volcanion ex;RBasic;Double Rare
JTG;32;Articuno;WBasic;Uncommon
JTG;33;Remoraid;WBasic;Common
JTG;34;Octillery;WStage 1;Uncommon
JTG;35;Lotad;WBasic;Common
JTG;36;Lombre;WStage 1;Common
JTG;37;Ludicolo;WStage 2;Rare
JTG;38;Wingull;WBasic;Common
JTG;39;Pelipper;WStage 1;Uncommon
JTG;40;Wailmer;WBasic;Common
JTG;41;Wailord;WStage 1;Rare
JTG;42;Regice;WBasic;Uncommon
JTG;43;Veluza ex;WBasic;Double Rare
JTG;44;Alolan Geodude;LBasic;Common
JTG;45;Alolan Graveler;LStage 1;Common
JTG;46;Alolan Golem;LStage 2;Uncommon
JTG;47;Iono's Voltorb;LBasic;Common
JTG;48;Iono's Electrode;LStage 1;Uncommon
JTG;49;N's Joltik;LBasic;Common
JTG;50;Togedemaru;LBasic;Common
JTG;51;Tapu Koko ex;LBasic;Double Rare
JTG;52;Iono's Tadbulb;LBasic;Common
JTG;53;Iono's Bellibolt ex;LStage 1;Double Rare
JTG;54;Iono's Wattrel;LBasic;Common
JTG;55;Iono's Kilowattrel;LStage 1;Rare
JTG;56;Lillie's Clefairy ex;PBasic;Double Rare
JTG;57;Alolan Marowak;PStage 1;Uncommon
JTG;58;Mr. Mime;PBasic;Common
JTG;59;Shuppet;PBasic;Common
JTG;60;Banette;PStage 1;Uncommon
JTG;61;Beldum;PBasic;Common
JTG;62;Metang;PStage 1;Common
JTG;63;Metagross;PStage 2;Rare
JTG;64;N's Sigilyph;PBasic;Common
JTG;65;Oricorio;PBasic;Common
JTG;66;Lillie's Cutiefly;PBasic;Common
JTG;67;Lillie's Ribombee;PStage 1;Rare
JTG;68;Lillie's Comfey;PBasic;Common
JTG;69;Mimikyu ex;PBasic;Double Rare
JTG;70;Dhelmise;PBasic;Common
JTG;71;Impidimp;PBasic;Common
JTG;72;Morgrem;PStage 1;Common
JTG;73;Grimmsnarl;PStage 2;Uncommon
JTG;74;Milcery;PBasic;Common
JTG;75;Alcremie ex;PStage 1;Double Rare
JTG;76;Cubone;FBasic;Common
JTG;77;Swinub;FBasic;Common
JTG;78;Piloswine;FStage 1;Common
JTG;79;Mamoswine ex;FStage 2;Double Rare
JTG;80;Larvitar;FBasic;Common
JTG;81;Pupitar;FStage 1;Common
JTG;82;Regirock;FBasic;Rare
JTG;83;Pancham;FBasic;Common
JTG;84;Rockruff;FBasic;Common
JTG;85;Lycanroc;FStage 1;Rare
JTG;86;Hop's Silicobra;FBasic;Common
JTG;87;Hop's Sandaconda;FStage 1;Uncommon
JTG;88;Toedscool;FBasic;Common
JTG;89;Toedscruel;FStage 1;Uncommon
JTG;90;Klawf;FBasic;Uncommon
JTG;91;Koffing;DBasic;Common
JTG;92;Weezing;DStage 1;Uncommon
JTG;93;Paldean Wooper;DBasic;Common
JTG;94;Paldean Clodsire ex;DStage 1;Double Rare
JTG;95;Tyranitar;DStage 2;Rare
JTG;96;N's Purrloin;DBasic;Common
JTG;97;N's Zorua;DBasic;Common
JTG;98;N's Zoroark ex;DStage 1;Double Rare
JTG;99;Pangoro;DStage 1;Uncommon
JTG;100;Lokix;DStage 1;Uncommon
JTG;101;Bombirdier;DBasic;Common
JTG;102;Escavalier;MStage 1;Uncommon
JTG;103;N's Klink;MBasic;Common
JTG;104;N's Klang;MStage 1;Common
JTG;105;N's Klinklang;MStage 2;Uncommon
JTG;106;Galarian Stunfisk;MBasic;Common
JTG;107;Magearna;MBasic;Rare
JTG;108;Hop's Corviknight;MStage 2;Uncommon
JTG;109;Cufant;MBasic;Common
JTG;110;Copperajah;MStage 1;Uncommon
JTG;111;Hop's Zacian ex;MBasic;Double Rare
JTG;112;Bagon;NBasic;Common
JTG;113;Shelgon;NStage 1;Common
JTG;114;Salamence ex;NStage 2;Double Rare
JTG;115;Druddigon;NBasic;Common
JTG;116;N's Reshiram;NBasic;Rare
JTG;117;Hop's Snorlax;CBasic;Rare
JTG;118;Sentret;CBasic;Common
JTG;119;Furret;CStage 1;Common
JTG;120;Dunsparce;CBasic;Common
JTG;121;Dudunsparce ex;CStage 1;Double Rare
JTG;122;Kecleon;CBasic;Common
JTG;123;Tropius;CBasic;Common
JTG;124;Audino;CBasic;Common
JTG;125;Minccino;CBasic;Common
JTG;126;Cinccino;CStage 1;Uncommon
JTG;127;Noibat;CBasic;Common
JTG;128;Noivern;CStage 1;Rare
JTG;129;Komala;CBasic;Common
JTG;130;Drampa;CBasic;Common
JTG;131;Skwovet;CBasic;Common
JTG;132;Greedent;CStage 1;Uncommon
JTG;133;Hop's Rookidee;CBasic;Common
JTG;134;Hop's Corvisquire;CStage 1;Common
JTG;135;Hop's Wooloo;CBasic;Common
JTG;136;Hop's Dubwool;CStage 1;Rare
JTG;137;Cramorant;CBasic;Common
JTG;138;Hop's Cramorant;CBasic;Uncommon
JTG;139;Lechonk;CBasic;Common
JTG;140;Oinkologne;CStage 1;Uncommon
JTG;141;Squawkabilly;CBasic;Common
JTG;142;Billy & O'Nare;Supporter;Common
JTG;143;Black Belt's Training;Supporter;Common
JTG;144;Black Belt's Training;Supporter;Common
JTG;145;Black Belt's Training;Supporter;Common
JTG;146;Brock's Scouting;Supporter;Uncommon
JTG;147;Hop's Bag;Item;Uncommon
JTG;148;Hop's Choice Band;Tool;Uncommon
JTG;149;Iris's Fighting Spirit;Supporter;Uncommon
JTG;150;Levincia;Stadium;Uncommon
JTG;151;Lillie's Pearl;Tool;Uncommon
JTG;152;N's Castle;Stadium;Uncommon
JTG;153;N's PP Up;Item;Uncommon
JTG;154;Postwick;Stadium;Uncommon
JTG;155;Professor's Research;Supporter;Common
JTG;156;Redeemable Ticket;Item;Uncommon
JTG;157;Ruffian;Supporter;Uncommon
JTG;158;Super Potion;Item;Uncommon
JTG;159;Spiky Energy;Special Energy;Uncommon
JTG;160;Maractus;GBasic;Art Rare
JTG;161;Articuno;WBasic;Art Rare
JTG;162;Wailord;WStage 1;Art Rare
JTG;163;Iono's Kilowattrel;LStage 1;Art Rare
JTG;164;Lillie's Ribombee;PStage 1;Art Rare
JTG;165;Swinub;FBasic;Art Rare
JTG;166;Lycanroc;FStage 1;Art Rare
JTG;167;N's Reshiram;NBasic;Art Rare
JTG;168;Furret;CStage 1;Art Rare
JTG;169;Noibat;CBasic;Art Rare
JTG;170;Hop's Wooloo;CBasic;Art Rare
JTG;171;Volcanion ex;RBasic;Ultra Rare
JTG;172;Iono's Bellibolt ex;LStage 1;Ultra Rare
JTG;173;Lillie's Clefairy ex;PBasic;Ultra Rare
JTG;174;Mamoswine ex;FStage 2;Ultra Rare
JTG;175;N's Zoroark ex;DStage 1;Ultra Rare
JTG;176;Hop's Zacian ex;MBasic;Ultra Rare
JTG;177;Salamence ex;NStage 2;Ultra Rare
JTG;178;Dudunsparce ex;CStage 1;Ultra Rare
JTG;179;Brock's Scouting;Supporter;Ultra Rare
JTG;180;Iris's Fighting Spirit;Supporter;Ultra Rare
JTG;181;Ruffian;Supporter;Ultra Rare
JTG;182;Volcanion ex;RBasic;Special Art Rare
JTG;183;Iono's Bellibolt ex;LStage 1;Special Art Rare
JTG;184;Lillie's Clefairy ex;PBasic;Special Art Rare
JTG;185;N's Zoroark ex;DStage 1;Special Art Rare
JTG;186;Hop's Zacian ex;MBasic;Special Art Rare
JTG;187;Salamence ex;NStage 2;Special Art Rare
JTG;188;Iono's Bellibolt ex;LStage 1;Secret Rare
JTG;189;N's Zoroark ex;DStage 1;Secret Rare
JTG;190;Spiky Energy;Special Energy;Secret Rare
DRI;1;Ethan's Pinsir;GBasic;Uncommon
DRI;2;Yanma;GBasic;Common
DRI;3;Yanmega ex;GStage 1;Double Rare
DRI;4;Pineco;GBasic;Common
DRI;5;Shroomish;GBasic;Common
DRI;6;Breloom;GStage 1;Common
DRI;7;Cynthia's Roselia;GBasic;Common
DRI;8;Cynthia's Roserade;GStage 1;Rare
DRI;9;Mow Rotom;GBasic;Common
DRI;10;Shaymin;GBasic;Uncommon
DRI;11;Dwebble;GBasic;Common
DRI;12;Crustle;GStage 1;Rare
DRI;13;Fomantis;GBasic;Common
DRI;14;Lurantis;GStage 1;Uncommon
DRI;15;Team Rocket's Blipbug;GBasic;Common
DRI;16;Applin;GBasic;Common
DRI;17;Dipplin;GStage 1;Common
DRI;18;Hydrapple;GStage 2;Rare
DRI;19;Team Rocket's Tarountula;GBasic;Common
DRI;20;Team Rocket's Spidops;GStage 1;Rare
DRI;21;Smoliv;GBasic;Common
DRI;22;Dolliv;GStage 1;Common
DRI;23;Arboliva ex;GStage 2;Double Rare
DRI;24;Rellor;GBasic;Common
DRI;25;Rabsca ex;GStage 1;Double Rare
DRI;26;Teal Mask Ogerpon;GBasic;Uncommon
DRI;27;Growlithe;RBasic;Common
DRI;28;Arcanine;RStage 1;Uncommon
DRI;29;Ponyta;RBasic;Common
DRI;30;Rapidash;RStage 1;Uncommon
DRI;31;Team Rocket's Moltres ex;RBasic;Double Rare
DRI;32;Ethan's Cyndaquil;RBasic;Common
DRI;33;Ethan's Quilava;RStage 1;Common
DRI;34;Ethan's Typhlosion;RStage 2;Rare
DRI;35;Ethan's Slugma;RBasic;Common
DRI;36;Ethan's Magcargo;RStage 1;Rare
DRI;37;Team Rocket's Houndour;RBasic;Common
DRI;38;Team Rocket's Houndoom;RStage 1;Uncommon
DRI;39;Ethan's Ho-Oh ex;RBasic;Double Rare
DRI;40;Torchic;RBasic;Common
DRI;41;Combusken;RStage 1;Common
DRI;42;Blaziken;RStage 2;Rare
DRI;43;Heat Rotom;RBasic;Common
DRI;44;Hearthflame Mask Ogerpon;RBasic;Uncommon
DRI;45;Misty's Psyduck;WBasic;Uncommon
DRI;46;Misty's Staryu;WBasic;Common
DRI;47;Misty's Starmie;WStage 1;Uncommon
DRI;48;Misty's Magikarp;WBasic;Common
DRI;49;Misty's Gyarados;WStage 1;Rare
DRI;50;Misty's Lapras;WBasic;Common
DRI;51;Team Rocket's Articuno;WBasic;Rare
DRI;52;Cynthia's Feebas;WBasic;Common
DRI;53;Cynthia's Milotic;WStage 1;Uncommon
DRI;54;Clamperl;WBasic;Common
DRI;55;Huntail;WStage 1;Uncommon
DRI;56;Gorebyss;WStage 1;Rare
DRI;57;Buizel;WBasic;Common
DRI;58;Floatzel;WStage 1;Uncommon
DRI;59;Snover;WBasic;Common
DRI;60;Abomasnow;WStage 1;Uncommon
DRI;61;Wash Rotom;WBasic;Common
DRI;62;Arrokuda;WBasic;Common
DRI;63;Barraskewda;WStage 1;Uncommon
DRI;64;Cetoddle;WBasic;Common
DRI;65;Cetitan ex;WStage 1;Double Rare
DRI;66;Dondozo ex;WBasic;Double Rare
DRI;67;Wellspring Mask Ogerpon;WBasic;Uncommon
DRI;68;Electabuzz;LBasic;Common
DRI;69;Electivire ex;LStage 1;Double Rare
DRI;70;Team Rocket's Zapdos;LBasic;Rare
DRI;71;Ethan's Pichu;LBasic;Common
DRI;72;Team Rocket's Mareep;LBasic;Common
DRI;73;Team Rocket's Flaaffy;LStage 1;Common
DRI;74;Team Rocket's Ampharos;LStage 2;Uncommon
DRI;75;Electrike;LBasic;Common
DRI;76;Manectric;LStage 1;Uncommon
DRI;77;Rotom;LBasic;Common
DRI;78;Zeraora;LBasic;Rare
DRI;79;Team Rocket's Drowzee;PBasic;Common
DRI;80;Team Rocket's Hypno;PStage 1;Uncommon
DRI;81;Team Rocket's Mewtwo ex;PBasic;Double Rare
DRI;82;Team Rocket's Wobbuffet;PBasic;Rare
DRI;83;Steven's Baltoy;PBasic;Common
DRI;84;Steven's Claydol;PStage 1;Uncommon
DRI;85;Team Rocket's Chingling;PBasic;Common
DRI;86;Steven's Carbink;PBasic;Common
DRI;87;Team Rocket's Mimikyu;PBasic;Uncommon
DRI;88;Team Rocket's Dottler;PStage 1;Common
DRI;89;Team Rocket's Orbeetle;PStage 2;Uncommon
DRI;90;Mankey;FBasic;Common
DRI;91;Primeape;FStage 1;Common
DRI;92;Annihilape;FStage 2;Rare
DRI;93;Ethan's Sudowoodo;FBasic;Common
DRI;94;Team Rocket's Larvitar;FBasic;Common
DRI;95;Team Rocket's Pupitar;FStage 1;Common
DRI;96;Team Rocket's Tyranitar;FStage 2;Rare
DRI;97;Nosepass;FBasic;Common
DRI;98;Probopass;FStage 1;Uncommon
DRI;99;Meditite;FBasic;Common
DRI;100;Medicham;FStage 1;Uncommon
DRI;101;Regirock ex;FBasic;Double Rare
DRI;102;Cynthia's Gible;FBasic;Common
DRI;103;Cynthia's Gabite;FStage 1;Common
DRI;104;Cynthia's Garchomp ex;FStage 2;Double Rare
DRI;105;Hippopotas;FBasic;Common
DRI;106;Hippowdon;FStage 1;Uncommon
DRI;107;Mudbray;FBasic;Common
DRI;108;Mudsdale;FStage 1;Uncommon
DRI;109;Arven's Toedscool;FBasic;Common
DRI;110;Arven's Toedscruel;FStage 1;Uncommon
DRI;111;Cornerstone Mask Ogerpon;FBasic;Uncommon
DRI;112;Team Rocket's Ekans;DBasic;Common
DRI;113;Team Rocket's Arbok;DStage 1;Uncommon
DRI;114;Team Rocket's Nidoran♀;DBasic;Common
DRI;115;Team Rocket's Nidorina;DStage 1;Common
DRI;116;Team Rocket's Nidoqueen;DStage 2;Uncommon
DRI;117;Team Rocket's Nidoran♂;DBasic;Common
DRI;118;Team Rocket's Nidorino;DStage 1;Common
DRI;119;Team Rocket's Nidoking ex;DStage 2;Double Rare
DRI;120;Team Rocket's Zubat;DBasic;Common
DRI;121;Team Rocket's Golbat;DStage 1;Uncommon
DRI;122;Team Rocket's Crobat ex;DStage 2;Double Rare
DRI;123;Team Rocket's Grimer;DBasic;Common
DRI;124;Team Rocket's Muk;DStage 1;Uncommon
DRI;125;Team Rocket's Koffing;DBasic;Common
DRI;126;Team Rocket's Weezing;DStage 1;Uncommon
DRI;127;Team Rocket's Murkrow;DBasic;Uncommon
DRI;128;Team Rocket's Sneasel;DBasic;Rare
DRI;129;Cynthia's Spiritomb;DBasic;Uncommon
DRI;130;Marnie's Purrloin;DBasic;Common
DRI;131;Marnie's Liepard;DStage 1;Uncommon
DRI;132;Marnie's Scraggy;DBasic;Common
DRI;133;Marnie's Scrafty;DStage 1;Uncommon
DRI;134;Marnie's Impidimp;DBasic;Common
DRI;135;Marnie's Morgrem;DStage 1;Uncommon
DRI;136;Marnie's Grimmsnarl ex;DStage 2;Double Rare
DRI;137;Marnie's Morpeko;DBasic;Common
DRI;138;Arven's Maschiff;DBasic;Common
DRI;139;Arven's Mabosstiff ex;DStage 1;Double Rare
DRI;140;Forretress;MStage 1;Uncommon
DRI;141;Skarmory;MBasic;Common
DRI;142;Steven's Skarmory;MBasic;Common
DRI;143;Steven's Beldum;MBasic;Common
DRI;144;Steven's Metang;MStage 1;Uncommon
DRI;145;Steven's Metagross ex;MStage 2;Double Rare
DRI;146;Zamazenta;MBasic;Rare
DRI;147;Team Rocket's Rattata;CBasic;Common
DRI;148;Team Rocket's Raticate;CStage 1;Common
DRI;149;Team Rocket's Meowth;CBasic;Common
DRI;150;Team Rocket's Persian ex;CStage 1;Double Rare
DRI;151;Kangaskhan;CBasic;Common
DRI;152;Tauros;CBasic;Common
DRI;153;Team Rocket's Porygon;CBasic;Common
DRI;154;Team Rocket's Porygon2;CStage 1;Common
DRI;155;Team Rocket's Porygon-Z;CStage 2;Uncommon
DRI;156;Taillow;CBasic;Common
DRI;157;Swellow;CStage 1;Common
DRI;158;Arven's Skwovet;CBasic;Common
DRI;159;Arven's Greedent;CStage 1;Rare
DRI;160;Squawkabilly;CBasic;Common
DRI;161;Arven's Sandwich;Item;Uncommon
DRI;162;Cynthia's Power Weight;Tool;Uncommon
DRI;163;Emcee's Hype;Supporter;Common
DRI;164;Energy Recycler;Item;Uncommon
DRI;165;Ethan's Adventure;Supporter;Uncommon
DRI;166;Granite Cave;Stadium;Uncommon
DRI;167;Judge;Supporter;Uncommon
DRI;168;Sacred Ash;Item;Uncommon
DRI;169;Spikemuth Gym;Stadium;Uncommon
DRI;170;Team Rocket's Archer;Supporter;Uncommon
DRI;171;Team Rocket's Ariana;Supporter;Uncommon
DRI;172;Team Rocket's Bother-Bot;Item;Uncommon
DRI;173;Team Rocket's Factory;Stadium;Uncommon
DRI;174;Team Rocket's Giovanni;Supporter;Uncommon
DRI;175;Team Rocket's Great Ball;Item;Uncommon
DRI;176;Team Rocket's Petrel;Supporter;Uncommon
DRI;177;Team Rocket's Proton;Supporter;Uncommon
DRI;178;Team Rocket's Transceiver;Item;Uncommon
DRI;179;Team Rocket's Venture Bomb;Item;Uncommon
DRI;180;Team Rocket's Watchtower;Stadium;Uncommon
DRI;181;TM Machine;Item;Uncommon
DRI;182;Team Rocket's Energy;Special Energy;Uncommon
DRI;183;Yanma;GBasic;Art Rare
DRI;184;Cynthia's Roserade;GStage 1;Art Rare
DRI;185;Shaymin;GBasic;Art Rare
DRI;186;Crustle;GStage 1;Art Rare
DRI;187;Team Rocket's Spidops;GStage 1;Art Rare
DRI;188;Hydrapple;GStage 2;Art Rare
DRI;189;Rapidash;RStage 1;Art Rare
DRI;190;Ethan's Typhlosion;RStage 2;Art Rare
DRI;191;Team Rocket's Houndoom;RStage 1;Art Rare
DRI;192;Blaziken;RStage 2;Art Rare
DRI;193;Misty's Psyduck;WBasic;Art Rare
DRI;194;Misty's Lapras;WBasic;Art Rare
DRI;195;Clamperl;WBasic;Art Rare
DRI;196;Electrike;LBasic;Art Rare
DRI;197;Rotom;LBasic;Art Rare
DRI;198;Team Rocket's Orbeetle;PStage 2;Art Rare
DRI;199;Team Rocket's Weezing;DStage 1;Art Rare
DRI;200;Team Rocket's Murkrow;DBasic;Art Rare
DRI;201;Zamazenta;MBasic;Art Rare
DRI;202;Team Rocket's Raticate;CStage 1;Art Rare
DRI;203;Team Rocket's Meowth;CBasic;Art Rare
DRI;204;Kangaskhan;CBasic;Art Rare
DRI;205;Arven's Greedent;CStage 1;Art Rare
DRI;206;Yanmega ex;GStage 1;Ultra Rare
DRI;207;Arboliva ex;GStage 2;Ultra Rare
DRI;208;Team Rocket's Moltres ex;RBasic;Ultra Rare
