Set	No.	Code	Type	Rarity	USD	EUR	Result	Set Count	Hilfe	Type vereinfacht
DRI	118	Team Rocket's Nidorino	DStage 1	Common	$0.18	0.05€	Team Rocket's Nidorino DRI 118	143	Team Rocket's Nidorino DRI	Pokémon
DRI	119	Team Rocket's Nidoking ex	DStage 2	Double Rare	$0.77	0.75€	Team Rocket's Nidoking ex DRI 119	143	Team Rocket's Nidoking ex DRI	Pokémon
DRI	120	Team Rocket's Zubat	DBasic	Common	$0.07	0.04€	Team Rocket's Zubat DRI 120	143	Team Rocket's Zubat DRI	Pokémon
DRI	121	Team Rocket's Golbat	DStage 1	Uncommon	$0.11	0.05€	Team Rocket's Golbat DRI 121	143	Team Rocket's Golbat DRI	Pokémon
DRI	122	Team Rocket's Crobat ex	DStage 2	Double Rare	$0.62	0.66€	Team Rocket's Crobat ex DRI 122	143	Team Rocket's Crobat ex DRI	Pokémon
DRI	123	Team Rocket's Grimer	DBasic	Common	$0.04	0.03€	Team Rocket's Grimer DRI 123	143	Team Rocket's Grimer DRI	Pokémon
DRI	124	Team Rocket's Muk	DStage 1	Uncommon	$0.06	0.04€	Team Rocket's Muk DRI 124	143	Team Rocket's Muk DRI	Pokémon
DRI	125	Team Rocket's Koffing	DBasic	Common	$0.06	0.03€	Team Rocket's Koffing DRI 125	143	Team Rocket's Koffing DRI	Pokémon
DRI	126	Team Rocket's Weezing	DStage 1	Uncommon	$0.08	0.04€	Team Rocket's Weezing DRI 126	143	Team Rocket's Weezing DRI	Pokémon
DRI	127	Team Rocket's Murkrow	DBasic	Uncommon	$0.09	0.04€	Team Rocket's Murkrow DRI 127	143	Team Rocket's Murkrow DRI	Pokémon
DRI	128	Team Rocket's Sneasel	DBasic	Rare	$0.20	0.06€	Team Rocket's Sneasel DRI 128	143	Team Rocket's Sneasel DRI	Pokémon
DRI	129	Cynthia's Spiritomb	DBasic	Uncommon	$0.09	0.05€	Cynthia's Spiritomb DRI 129	143	Cynthia's Spiritomb DRI	Pokémon
DRI	130	Marnie's Purrloin	DBasic	Common	$0.06	0.05€	Marnie's Purrloin DRI 130	143	Marnie's Purrloin DRI	Pokémon
DRI	131	Marnie's Liepard	DStage 1	Uncommon	$0.06	0.04€	Marnie's Liepard DRI 131	143	Marnie's Liepard DRI	Pokémon
DRI	132	Marnie's Scraggy	DBasic	Common	$0.06	0.04€	Marnie's Scraggy DRI 132	143	Marnie's Scraggy DRI	Pokémon
DRI	133	Marnie's Scrafty	DStage 1	Uncommon	$0.05	0.04€	Marnie's Scrafty DRI 133	143	Marnie's Scrafty DRI	Pokémon
DRI	134	Marnie's Impidimp	DBasic	Common	$0.15	0.07€	Marnie's Impidimp DRI 134	143	Marnie's Impidimp DRI	Pokémon
DRI	135	Marnie's Morgrem	DStage 1	Uncommon	$0.19	0.07€	Marnie's Morgrem DRI 135	143	Marnie's Morgrem DRI	Pokémon
DRI	136	Marnie's Grimmsnarl ex	DStage 2	Double Rare	$1.31	1.77€	Marnie's Grimmsnarl ex DRI 136	143	Marnie's Grimmsnarl ex DRI	Pokémon
DRI	137	Marnie's Morpeko	DBasic	Common	$0.08	0.06€	Marnie's Morpeko DRI 137	143	Marnie's Morpeko DRI	Pokémon
DRI	138	Arven's Maschiff	DBasic	Common	$0.07	0.03€	Arven's Maschiff DRI 138	143	Arven's Maschiff DRI	Pokémon
DRI	139	Arven's Mabosstiff ex	DStage 1	Double Rare	$0.47	0.53€	Arven's Mabosstiff ex DRI 139	143	Arven's Mabosstiff ex DRI	Pokémon
DRI	140	Forretress	MStage 1	Uncommon	$0.04	0.04€	Forretress DRI 140	143	Forretress DRI	Pokémon
DRI	141	Skarmory	MBasic	Common	$0.04	0.04€	Skarmory DRI 141	143	Skarmory DRI	Pokémon
DRI	142	Steven's Skarmory	MBasic	Common	$0.07	0.04€	Steven's Skarmory DRI 142	143	Steven's Skarmory DRI	Pokémon
DRI	143	Steven's Beldum	MBasic	Common	$0.06	0.06€	Steven's Beldum DRI 143	143	Steven's Beldum DRI	Pokémon
DRI	144	Steven's Metang	MStage 1	Uncommon	$0.06	0.05€	Steven's Metang DRI 144	143	Steven's Metang DRI	Pokémon
DRI	145	Steven's Metagross ex	MStage 2	Double Rare	$0.70	0.75€	Steven's Metagross ex DRI 145	143	Steven's Metagross ex DRI	Pokémon
DRI	146	Zamazenta	MBasic	Rare	$0.10	0.07€	Zamazenta DRI 146	143	Zamazenta DRI	Pokémon
DRI	147	Team Rocket's Rattata	CBasic	Common	$0.05	0.03€	Team Rocket's Rattata DRI 147	143	Team Rocket's Rattata DRI	Pokémon
DRI	148	Team Rocket's Raticate	CStage 1	Common	$0.07	0.05€	Team Rocket's Raticate DRI 148	143	Team Rocket's Raticate DRI	Pokémon
DRI	149	Team Rocket's Meowth	CBasic	Common	$0.07	0.03€	Team Rocket's Meowth DRI 149	143	Team Rocket's Meowth DRI	Pokémon
DRI	150	Team Rocket's Persian ex	CStage 1	Double Rare	$0.62	0.73€	Team Rocket's Persian ex DRI 150	143	Team Rocket's Persian ex DRI	Pokémon
DRI	151	Kangaskhan	CBasic	Common	$0.08	0.04€	Kangaskhan DRI 151	143	Kangaskhan DRI	Pokémon
DRI	152	Tauros	CBasic	Common	$0.09	0.04€	Tauros DRI 152	143	Tauros DRI	Pokémon
DRI	153	Team Rocket's Porygon	CBasic	Common	$0.05	0.03€	Team Rocket's Porygon DRI 153	143	Team Rocket's Porygon DRI	Pokémon
DRI	154	Team Rocket's Porygon2	CStage 1	Common	$0.10	0.04€	Team Rocket's Porygon2 DRI 154	143	Team Rocket's Porygon2 DRI	Pokémon
DRI	155	Team Rocket's Porygon-Z	CStage 2	Uncommon	$0.07	0.03€	Team Rocket's Porygon-Z DRI 155	143	Team Rocket's Porygon-Z DRI	Pokémon
DRI	156	Taillow	CBasic	Common	$0.06	0.04€	Taillow DRI 156	143	Taillow DRI	Pokémon
DRI	157	Swellow	CStage 1	Common	$0.05	0.04€	Swellow DRI 157	143	Swellow DRI	Pokémon
DRI	158	Arven's Skwovet	CBasic	Common	$0.04	0.03€	Arven's Skwovet DRI 158	143	Arven's Skwovet DRI	Pokémon
DRI	159	Arven's Greedent	CStage 1	Rare	$0.07	0.07€	Arven's Greedent DRI 159	143	Arven's Greedent DRI	Pokémon
DRI	160	Squawkabilly	CBasic	Common	$0.05	0.03€	Squawkabilly DRI 160	143	Squawkabilly DRI	Pokémon
DRI	161	Arven's Sandwich	Item	Uncommon	$0.07	0.04€	Arven's Sandwich DRI 161	143	Arven's Sandwich DRI	Item
DRI	162	Cynthia's Power Weight	Tool	Uncommon	$0.13	0.07€	Cynthia's Power Weight DRI 162	143	Cynthia's Power Weight DRI	Tool
DRI	163	Emcee's Hype	Supporter	Common	$0.06	0.05€	Emcee's Hype DRI 163	143	Emcee's Hype DRI	Supporter
DRI	164	Energy Recycler	Item	Uncommon	$0.16	0.06€	Energy Recycler DRI 164	143	Energy Recycler DRI	Item
DRI	165	Ethan's Adventure	Supporter	Uncommon	$0.15	0.12€	Ethan's Adventure DRI 165	143	Ethan's Adventure DRI	Supporter
DRI	166	Granite Cave	Stadium	Uncommon	$0.03	0.05€	Granite Cave DRI 166	143	Granite Cave DRI	Stadium
DRI	167	Judge	Supporter	Uncommon	$0.12	0.08€	Judge DRI 167	143	Judge DRI	Supporter
DRI	168	Sacred Ash	Item	Uncommon	$0.13	0.06€	Sacred Ash DRI 168	143	Sacred Ash DRI	Item
DRI	169	Spikemuth Gym	Stadium	Uncommon	$0.17	0.11€	Spikemuth Gym DRI 169	143	Spikemuth Gym DRI	Stadium
DRI	170	Team Rocket's Archer	Supporter	Uncommon	$0.12	0.07€	Team Rocket's Archer DRI 170	143	Team Rocket's Archer DRI	Supporter
DRI	171	Team Rocket's Ariana	Supporter	Uncommon	$0.19	0.09€	Team Rocket's Ariana DRI 171	143	Team Rocket's Ariana DRI	Supporter
DRI	172	Team Rocket's Bother-Bot	Item	Uncommon	$0.07	0.03€	Team Rocket's Bother-Bot DRI 172	143	Team Rocket's Bother-Bot DRI	Item
DRI	173	Team Rocket's Factory	Stadium	Uncommon	$0.18	0.11€	Team Rocket's Factory DRI 173	143	Team Rocket's Factory DRI	Stadium
DRI	174	Team Rocket's Giovanni	Supporter	Uncommon	$0.16	0.11€	Team Rocket's Giovanni DRI 174	143	Team Rocket's Giovanni DRI	Supporter
DRI	175	Team Rocket's Great Ball	Item	Uncommon	$0.12	0.06€	Team Rocket's Great Ball DRI 175	143	Team Rocket's Great Ball DRI	Item
DRI	176	Team Rocket's Petrel	Supporter	Uncommon	$0.16	0.09€	Team Rocket's Petrel DRI 176	143	Team Rocket's Petrel DRI	Supporter
DRI	177	Team Rocket's Proton	Supporter	Uncommon	$0.18	0.08€	Team Rocket's Proton DRI 177	143	Team Rocket's Proton DRI	Supporter
DRI	178	Team Rocket's Transceiver	Item	Uncommon	$0.29	0.10€	Team Rocket's Transceiver DRI 178	143	Team Rocket's Transceiver DRI	Item
DRI	179	Team Rocket's Venture Bomb	Item	Uncommon	$0.21	0.09€	Team Rocket's Venture Bomb DRI 179	143	Team Rocket's Venture Bomb DRI	Item
DRI	180	Team Rocket's Watchtower	Stadium	Uncommon	$0.29	0.18€	Team Rocket's Watchtower DRI 180	143	Team Rocket's Watchtower DRI	Stadium
DRI	181	TM Machine	Item	Uncommon	$0.15	0.09€	TM Machine DRI 181	143	TM Machine DRI	Item
DRI	182	Team Rocket's Energy	Special Energy	Uncommon	$1.08	0.37€	Team Rocket's Energy DRI 182	143	Team Rocket's Energy DRI	Special Energy
DRI	183	Yanma	GBasic	Art Rare	$6.01	6.35€	Yanma DRI 183	143	Yanma DRI	Pokémon
DRI	184	Cynthia's Roserade	GStage 1	Art Rare	$17.87	14.67€	Cynthia's Roserade DRI 184	143	Cynthia's Roserade DRI	Pokémon
DRI	185	Shaymin	GBasic	Art Rare	$15.60	10.80€	Shaymin DRI 185	143	Shaymin DRI	Pokémon
DRI	186	Crustle	GStage 1	Art Rare	$4.79	3.97€	Crustle DRI 186	143	Crustle DRI	Pokémon
DRI	187	Team Rocket's Spidops	GStage 1	Art Rare	$9.90	6.70€	Team Rocket's Spidops DRI 187	143	Team Rocket's Spidops DRI	Pokémon
DRI	188	Hydrapple	GStage 2	Art Rare	$6.34	4.48€	Hydrapple DRI 188	143	Hydrapple DRI	Pokémon
DRI	189	Rapidash	RStage 1	Art Rare	$9.25	7.07€	Rapidash DRI 189	143	Rapidash DRI	Pokémon
DRI	190	Ethan's Typhlosion	RStage 2	Art Rare	$40.25	25.30€	Ethan's Typhlosion DRI 190	143	Ethan's Typhlosion DRI	Pokémon
DRI	191	Team Rocket's Houndoom	RStage 1	Art Rare	$20.31	14.82€	Team Rocket's Houndoom DRI 191	143	Team Rocket's Houndoom DRI	Pokémon
DRI	192	Blaziken	RStage 2	Art Rare	$14.73	11.68€	Blaziken DRI 192	143	Blaziken DRI	Pokémon
DRI	193	Misty's Psyduck	WBasic	Art Rare	$55.84	42.43€	Misty's Psyduck DRI 193	143	Misty's Psyduck DRI	Pokémon
DRI	194	Misty's Lapras	WBasic	Art Rare	$31.31	22.46€	Misty's Lapras DRI 194	143	Misty's Lapras DRI	Pokémon
DRI	195	Clamperl	WBasic	Art Rare	$4.97	4.26€	Clamperl DRI 195	143	Clamperl DRI	Pokémon
DRI	196	Electrike	LBasic	Art Rare	$4.43	4.50€	Electrike DRI 196	143	Electrike DRI	Pokémon
DRI	197	Rotom	LBasic	Art Rare	$4.99	4.14€	Rotom DRI 197	143	Rotom DRI	Pokémon
DRI	198	Team Rocket's Orbeetle	PStage 2	Art Rare	$5.16	4.88€	Team Rocket's Orbeetle DRI 198	143	Team Rocket's Orbeetle DRI	Pokémon
DRI	199	Team Rocket's Weezing	DStage 1	Art Rare	$12.32	9.66€	Team Rocket's Weezing DRI 199	143	Team Rocket's Weezing DRI	Pokémon
DRI	200	Team Rocket's Murkrow	DBasic	Art Rare	$10.32	9.75€	Team Rocket's Murkrow DRI 200	143	Team Rocket's Murkrow DRI	Pokémon
DRI	201	Zamazenta	MBasic	Art Rare	$6.08	5.42€	Zamazenta DRI 201	143	Zamazenta DRI	Pokémon
DRI	202	Team Rocket's Raticate	CStage 1	Art Rare	$9.37	8.33€	Team Rocket's Raticate DRI 202	143	Team Rocket's Raticate DRI	Pokémon
DRI	203	Team Rocket's Meowth	CBasic	Art Rare	$26.29	21.59€	Team Rocket's Meowth DRI 203	143	Team Rocket's Meowth DRI	Pokémon
DRI	204	Kangaskhan	CBasic	Art Rare	$10.00	9.00€	Kangaskhan DRI 204	143	Kangaskhan DRI	Pokémon
DRI	205	Arven's Greedent	CStage 1	Art Rare	$5.24	4.82€	Arven's Greedent DRI 205	143	Arven's Greedent DRI	Pokémon
DRI	206	Yanmega ex	GStage 1	Ultra Rare	$3.00	2.90€	Yanmega ex DRI 206	143	Yanmega ex DRI	Pokémon
DRI	207	Arboliva ex	GStage 2	Ultra Rare	$3.12	3.04€	Arboliva ex DRI 207	143	Arboliva ex DRI	Pokémon
DRI	208	Team Rocket's Moltres ex	RBasic	Ultra Rare	$8.97	8.29€	Team Rocket's Moltres ex DRI 208	143	Team Rocket's Moltres ex DRI	Pokémon
DRI	209	Ethan's Ho-Oh ex	RBasic	Ultra Rare	$10.56	8.83€	Ethan's Ho-Oh ex DRI 209	143	Ethan's Ho-Oh ex DRI	Pokémon
DRI	210	Cetitan ex	WStage 1	Ultra Rare	$2.84	3.86€	Cetitan ex DRI 210	143	Cetitan ex DRI	Pokémon
DRI	211	Dondozo ex	WBasic	Ultra Rare	$2.17	2.15€	Dondozo ex DRI 211	143	Dondozo ex DRI	Pokémon
DRI	212	Electivire ex	LStage 1	Ultra Rare	$2.47	3.01€	Electivire ex DRI 212	143	Electivire ex DRI	Pokémon
DRI	213	Team Rocket's Mewtwo ex	PBasic	Ultra Rare	$22.46	18.70€	Team Rocket's Mewtwo ex DRI 213	143	Team Rocket's Mewtwo ex DRI	Pokémon
DRI	214	Regirock ex	FBasic	Ultra Rare	$2.35	2.77€	Regirock ex DRI 214	143	Regirock ex DRI	Pokémon
DRI	215	Cynthia's Garchomp ex	FStage 2	Ultra Rare	$8.33	9.03€	Cynthia's Garchomp ex DRI 215	143	Cynthia's Garchomp ex DRI	Pokémon
DRI	216	Team Rocket's Nidoking ex	DStage 2	Ultra Rare	$6.96	6.99€	Team Rocket's Nidoking ex DRI 216	143	Team Rocket's Nidoking ex DRI	Pokémon
DRI	217	Team Rocket's Crobat ex	DStage 2	Ultra Rare	$4.67	4.98€	Team Rocket's Crobat ex DRI 217	143	Team Rocket's Crobat ex DRI	Pokémon
DRI	218	Arven's Mabosstiff ex	DStage 1	Ultra Rare	$2.67	3.38€	Arven's Mabosstiff ex DRI 218	143	Arven's Mabosstiff ex DRI	Pokémon
DRI	219	Team Rocket's Persian ex	CStage 1	Ultra Rare	$6.86	7.21€	Team Rocket's Persian ex DRI 219	143	Team Rocket's Persian ex DRI	Pokémon
DRI	220	Emcee's Hype	Supporter	Ultra Rare	$7.36	4.39€	Emcee's Hype DRI 220	143	Emcee's Hype DRI	Supporter
DRI	221	Ethan's Adventure	Supporter	Ultra Rare	$8.99	6.57€	Ethan's Adventure DRI 221	143	Ethan's Adventure DRI	Supporter
DRI	222	Judge	Supporter	Ultra Rare	$3.17	3.81€	Judge DRI 222	143	Judge DRI	Supporter
DRI	223	Team Rocket's Archer	Supporter	Ultra Rare	$5.47	5.58€	Team Rocket's Archer DRI 223	143	Team Rocket's Archer DRI	Supporter
DRI	224	Team Rocket's Ariana	Supporter	Ultra Rare	$8.39	6.28€	Team Rocket's Ariana DRI 224	143	Team Rocket's Ariana DRI	Supporter
DRI	225	Team Rocket's Giovanni	Supporter	Ultra Rare	$10.29	10.32€	Team Rocket's Giovanni DRI 225	143	Team Rocket's Giovanni DRI	Supporter
DRI	226	Team Rocket's Petrel	Supporter	Ultra Rare	$6.28	5.72€	Team Rocket's Petrel DRI 226	143	Team Rocket's Petrel DRI	Supporter
DRI	227	Team Rocket's Proton	Supporter	Ultra Rare	$7.12	5.70€	Team Rocket's Proton DRI 227	143	Team Rocket's Proton DRI	Supporter
DRI	228	Yanmega ex	GStage 1	Special Art Rare	$37.99	34.48€	Yanmega ex DRI 228	143	Yanmega ex DRI	Pokémon
DRI	229	Team Rocket's Moltres ex	RBasic	Special Art Rare	$144.94	186.98€	Team Rocket's Moltres ex DRI 229	143	Team Rocket's Moltres ex DRI	Pokémon
DRI	230	Ethan's Ho-Oh ex	RBasic	Special Art Rare	$148.00	188.26€	Ethan's Ho-Oh ex DRI 230	143	Ethan's Ho-Oh ex DRI	Pokémon
DRI	231	Team Rocket's Mewtwo ex	PBasic	Special Art Rare	$377.73	361.15€	Team Rocket's Mewtwo ex DRI 231	143	Team Rocket's Mewtwo ex DRI	Pokémon
DRI	232	Cynthia's Garchomp ex	FStage 2	Special Art Rare	$200.90	187.68€	Cynthia's Garchomp ex DRI 232	143	Cynthia's Garchomp ex DRI	Pokémon
DRI	233	Team Rocket's Nidoking ex	DStage 2	Special Art Rare	$114.17	105.25€	Team Rocket's Nidoking ex DRI 233	143	Team Rocket's Nidoking ex DRI	Pokémon
DRI	234	Team Rocket's Crobat ex	DStage 2	Special Art Rare	$82.05	68.26€	Team Rocket's Crobat ex DRI 234	143	Team Rocket's Crobat ex DRI	Pokémon
DRI	235	Arven's Mabosstiff ex	DStage 1	Special Art Rare	$30.93	30.86€	Arven's Mabosstiff ex DRI 235	143	Arven's Mabosstiff ex DRI	Pokémon
DRI	236	Ethan's Adventure	Supporter	Special Art Rare	$48.48	47.28€	Ethan's Adventure DRI 236	143	Ethan's Adventure DRI	Supporter
DRI	237	Team Rocket's Ariana	Supporter	Special Art Rare	$40.97	29.70€	Team Rocket's Ariana DRI 237	143	Team Rocket's Ariana DRI	Supporter
DRI	238	Team Rocket's Giovanni	Supporter	Special Art Rare	$53.83	37.56€	Team Rocket's Giovanni DRI 238	143	Team Rocket's Giovanni DRI	Supporter
DRI	239	Ethan's Ho-Oh ex	RBasic	Secret Rare	$31.29	30.76€	Ethan's Ho-Oh ex DRI 239	143	Ethan's Ho-Oh ex DRI	Pokémon
DRI	240	Team Rocket's Mewtwo ex	PBasic	Secret Rare	$62.62	52.54€	Team Rocket's Mewtwo ex DRI 240	143	Team Rocket's Mewtwo ex DRI	Pokémon
DRI	241	Cynthia's Garchomp ex	FStage 2	Secret Rare	$55.96	31.23€	Cynthia's Garchomp ex DRI 241	143	Cynthia's Garchomp ex DRI	Pokémon
DRI	242	Team Rocket's Crobat ex	DStage 2	Secret Rare	$20.81	25.89€	Team Rocket's Crobat ex DRI 242	143	Team Rocket's Crobat ex DRI	Pokémon
DRI	243	Jamming Tower	Stadium	Secret Rare	$26.67	22.72€	Jamming Tower DRI 243	143	Jamming Tower DRI	Stadium
DRI	244	Levincia	Stadium	Secret Rare	$25.70	19.87€	Levincia DRI 244	143	Levincia DRI	Stadium
WHT	1	Sewaddle	GBasic	Common	$0.07	0.04€	Sewaddle WHT 1	144	Sewaddle WHT	Pokémon
WHT	2	Swadloon	GStage 1	Common	$0.10	0.03€	Swadloon WHT 2	144	Swadloon WHT	Pokémon
WHT	3	Leavanny	GStage 2	Uncommon	$0.14	0.05€	Leavanny WHT 3	144	Leavanny WHT	Pokémon
WHT	4	Cottonee	GBasic	Common	$0.09	0.05€	Cottonee WHT 4	144	Cottonee WHT	Pokémon
WHT	5	Whimsicott ex	GStage 1	Double Rare	$0.37	0.53€	Whimsicott ex WHT 5	144	Whimsicott ex WHT	Pokémon
WHT	6	Deerling	GBasic	Common	$0.08	0.04€	Deerling WHT 6	144	Deerling WHT	Pokémon
WHT	7	Sawsbuck	GStage 1	Uncommon	$0.10	0.02€	Sawsbuck WHT 7	144	Sawsbuck WHT	Pokémon
WHT	8	Shelmet	GBasic	Common	$0.10	0.03€	Shelmet WHT 8	144	Shelmet WHT	Pokémon
WHT	9	Accelgor	GStage 1	Uncommon	$0.09	0.04€	Accelgor WHT 9	144	Accelgor WHT	Pokémon
WHT	10	Virizion	GBasic	Rare	$0.14	0.09€	Virizion WHT 10	144	Virizion WHT	Pokémon
WHT	11	Tepig	RBasic	Common	$0.13	0.07€	Tepig WHT 11	144	Tepig WHT	Pokémon
WHT	12	Pignite	RStage 1	Common	$0.18	0.07€	Pignite WHT 12	144	Pignite WHT	Pokémon
WHT	13	Emboar	RStage 2	Rare	$0.28	0.17€	Emboar WHT 13	144	Emboar WHT	Pokémon
WHT	14	Pansear	RBasic	Common	$0.09	0.03€	Pansear WHT 14	144	Pansear WHT	Pokémon
WHT	15	Simisear	RStage 1	Uncommon	$0.07	0.05€	Simisear WHT 15	144	Simisear WHT	Pokémon
WHT	16	Litwick	RBasic	Common	$0.09	0.04€	Litwick WHT 16	144	Litwick WHT	Pokémon
WHT	17	Lampent	RStage 1	Common	$0.15	0.04€	Lampent WHT 17	144	Lampent WHT	Pokémon
WHT	18	Chandelure	RStage 2	Rare	$0.11	0.14€	Chandelure WHT 18	144	Chandelure WHT	Pokémon
WHT	19	Heatmor	RBasic	Uncommon	$0.11	0.03€	Heatmor WHT 19	144	Heatmor WHT	Pokémon
WHT	20	Reshiram ex	RBasic	Double Rare	$1.63	0.54€	Reshiram ex WHT 20	144	Reshiram ex WHT	Pokémon
WHT	21	Oshawott	WBasic	Common	$0.12	0.05€	Oshawott WHT 21	144	Oshawott WHT	Pokémon
WHT	22	Dewott	WStage 1	Common	$0.11	0.05€	Dewott WHT 22	144	Dewott WHT	Pokémon
WHT	23	Samurott	WStage 2	Rare	$0.20	0.10€	Samurott WHT 23	144	Samurott WHT	Pokémon
WHT	24	Basculin	WBasic	Common	$0.10	0.06€	Basculin WHT 24	144	Basculin WHT	Pokémon
WHT	25	Ducklett	WBasic	Common	$0.08	0.04€	Ducklett WHT 25	144	Ducklett WHT	Pokémon
WHT	26	Swanna	WStage 1	Uncommon	$0.08	0.03€	Swanna WHT 26	144	Swanna WHT	Pokémon
WHT	27	Vanillite	WBasic	Common	$0.06	0.04€	Vanillite WHT 27	144	Vanillite WHT	Pokémon
WHT	28	Vanillish	WStage 1	Common	$0.08	0.03€	Vanillish WHT 28	144	Vanillish WHT	Pokémon
WHT	29	Vanilluxe	WStage 2	Uncommon	$0.10	0.04€	Vanilluxe WHT 29	144	Vanilluxe WHT	Pokémon
WHT	30	Keldeo ex	WBasic	Double Rare	$0.41	0.44€	Keldeo ex WHT 30	144	Keldeo ex WHT	Pokémon
WHT	31	Blitzle	LBasic	Common	$0.11	0.03€	Blitzle WHT 31	144	Blitzle WHT	Pokémon
WHT	32	Zebstrika	LStage 1	Uncommon	$0.08	0.04€	Zebstrika WHT 32	144	Zebstrika WHT	Pokémon
WHT	33	Joltik	LBasic	Common	$0.10	0.04€	Joltik WHT 33	144	Joltik WHT	Pokémon
WHT	34	Galvantula	LStage 1	Uncommon	$0.10	0.04€	Galvantula WHT 34	144	Galvantula WHT	Pokémon
WHT	35	Stunfisk	LBasic	Uncommon	$0.07	0.04€	Stunfisk WHT 35	144	Stunfisk WHT	Pokémon
WHT	36	Woobat	PBasic	Common	$0.08	0.05€	Woobat WHT 36	144	Woobat WHT	Pokémon
WHT	37	Swoobat	PStage 1	Uncommon	$0.09	0.05€	Swoobat WHT 37	144	Swoobat WHT	Pokémon
WHT	38	Sigilyph	PBasic	Uncommon	$0.08	0.04€	Sigilyph WHT 38	144	Sigilyph WHT	Pokémon
WHT	39	Yamask	PBasic	Common	$0.10	0.04€	Yamask WHT 39	144	Yamask WHT	Pokémon
WHT	40	Cofagrigus	PStage 1	Rare	$0.14	0.10€	Cofagrigus WHT 40	144	Cofagrigus WHT	Pokémon
WHT	41	Gothita	PBasic	Common	$0.08	0.03€	Gothita WHT 41	144	Gothita WHT	Pokémon
WHT	42	Gothorita	PStage 1	Common	$0.11	0.03€	Gothorita WHT 42	144	Gothorita WHT	Pokémon
WHT	43	Gothitelle	PStage 2	Rare	$0.12	0.11€	Gothitelle WHT 43	144	Gothitelle WHT	Pokémon
WHT	44	Frillish	PBasic	Common	$1.02	0.32€	Frillish WHT 44	144	Frillish WHT	Pokémon
WHT	45	Jellicent ex	PStage 1	Double Rare	$5.72	1.60€	Jellicent ex WHT 45	144	Jellicent ex WHT	Pokémon
WHT	46	Roggenrola	FBasic	Common	$0.10	0.04€	Roggenrola WHT 46	144	Roggenrola WHT	Pokémon
WHT	47	Boldore	FStage 1	Common	$0.06	0.03€	Boldore WHT 47	144	Boldore WHT	Pokémon
WHT	48	Gigalith	FStage 2	Uncommon	$0.10	0.04€	Gigalith WHT 48	144	Gigalith WHT	Pokémon
WHT	49	Sawk	FBasic	Uncommon	$0.09	0.02€	Sawk WHT 49	144	Sawk WHT	Pokémon
WHT	50	Archen	FStage 1	Uncommon	$0.12	0.06€	Archen WHT 50	144	Archen WHT	Pokémon
WHT	51	Archeops	FStage 2	Rare	$0.13	0.13€	Archeops WHT 51	144	Archeops WHT	Pokémon
WHT	52	Mienfoo	FBasic	Common	$0.08	0.05€	Mienfoo WHT 52	144	Mienfoo WHT	Pokémon
WHT	53	Mienshao	FStage 1	Uncommon	$0.10	0.03€	Mienshao WHT 53	144	Mienshao WHT	Pokémon
WHT	54	Terrakion	FBasic	Rare	$0.11	0.11€	Terrakion WHT 54	144	Terrakion WHT	Pokémon
WHT	55	Purrloin	DBasic	Common	$0.12	0.04€	Purrloin WHT 55	144	Purrloin WHT	Pokémon
WHT	56	Liepard	DStage 1	Uncommon	$0.09	0.04€	Liepard WHT 56	144	Liepard WHT	Pokémon
WHT	57	Scraggy	DBasic	Common	$0.10	0.03€	Scraggy WHT 57	144	Scraggy WHT	Pokémon
WHT	58	Scrafty	DStage 1	Uncommon	$0.09	0.04€	Scrafty WHT 58	144	Scrafty WHT	Pokémon
WHT	59	Trubbish	DBasic	Common	$0.10	0.03€	Trubbish WHT 59	144	Trubbish WHT	Pokémon
WHT	60	Garbodor	DStage 1	Uncommon	$0.10	0.04€	Garbodor WHT 60	144	Garbodor WHT	Pokémon
WHT	61	Zorua	DBasic	Common	$0.14	0.10€	Zorua WHT 61	144	Zorua WHT	Pokémon
WHT	62	Zoroark	DStage 1	Rare	$0.48	0.20€	Zoroark WHT 62	144	Zoroark WHT	Pokémon
WHT	63	Vullaby	DBasic	Common	$0.08	0.05€	Vullaby WHT 63	144	Vullaby WHT	Pokémon
WHT	64	Mandibuzz	DStage 1	Uncommon	$0.09	0.05€	Mandibuzz WHT 64	144	Mandibuzz WHT	Pokémon
WHT	65	Deino	DBasic	Common	$0.08	0.02€	Deino WHT 65	144	Deino WHT	Pokémon
WHT	66	Zweilous	DStage 1	Common	$0.08	0.04€	Zweilous WHT 66	144	Zweilous WHT	Pokémon
WHT	67	Hydreigon ex	DStage 2	Double Rare	$0.51	0.54€	Hydreigon ex WHT 67	144	Hydreigon ex WHT	Pokémon
WHT	68	Ferroseed	MBasic	Common	$0.09	0.03€	Ferroseed WHT 68	144	Ferroseed WHT	Pokémon
WHT	69	Ferrothorn	MStage 1	Uncommon	$0.09	0.04€	Ferrothorn WHT 69	144	Ferrothorn WHT	Pokémon
WHT	70	Durant	MBasic	Uncommon	$0.16	0.03€	Durant WHT 70	144	Durant WHT	Pokémon
WHT	71	Druddigon	NBasic	Uncommon	$0.09	0.04€	Druddigon WHT 71	144	Druddigon WHT	Pokémon
WHT	72	Patrat	CBasic	Common	$0.08	0.03€	Patrat WHT 72	144	Patrat WHT	Pokémon
WHT	73	Watchog	CStage 1	Uncommon	$0.11	0.03€	Watchog WHT 73	144	Watchog WHT	Pokémon
WHT	74	Lillipup	CBasic	Common	$0.08	0.03€	Lillipup WHT 74	144	Lillipup WHT	Pokémon
